"Population by Single Year of Age","Number"
"0",""
"Female","276"
"Male","270"
"1",""
"Female","271"
"Male","250"
"10",""
"Female","644"
"Male","692"
"11",""
"Female","263"
"Male","247"
"12",""
"Female","487"
"Male","559"
"13",""
"Female","290"
"Male","303"
"14",""
"Female","371"
"Male","376"
"15",""
"Female","337"
"Male","366"
"16",""
"Female","407"
"Male","433"
"17",""
"Female","211"
"Male","261"
"18",""
"Female","387"
"Male","460"
"19",""
"Female","140"
"Male","143"
"2",""
"Female","424"
"Male","445"
"20",""
"Female","541"
"Male","449"
"21",""
"Female","132"
"Male","131"
"22",""
"Female","307"
"Male","343"
"23",""
"Female","190"
"Male","145"
"24",""
"Female","201"
"Male","169"
"25",""
"Female","566"
"Male","491"
"26",""
"Female","193"
"Male","174"
"27",""
"Female","149"
"Male","182"
"28",""
"Female","322"
"Male","302"
"29",""
"Female","62"
"Male","73"
"3",""
"Female","521"
"Male","497"
"30",""
"Female","637"
"Male","579"
"31",""
"Female","78"
"Male","70"
"32",""
"Female","261"
"Male","267"
"33",""
"Female","105"
"Male","73"
"34",""
"Female","88"
"Male","79"
"35",""
"Female","555"
"Male","648"
"36",""
"Female","120"
"Male","137"
"37",""
"Female","77"
"Male","101"
"38",""
"Female","214"
"Male","179"
"39",""
"Female","43"
"Male","35"
"4",""
"Female","491"
"Male","501"
"40",""
"Female","528"
"Male","615"
"41",""
"Female","45"
"Male","60"
"42",""
"Female","143"
"Male","129"
"43",""
"Female","75"
"Male","39"
"44",""
"Female","72"
"Male","51"
"45",""
"Female","415"
"Male","524"
"46",""
"Female","56"
"Male","63"
"47",""
"Female","59"
"Male","57"
"48",""
"Female","119"
"Male","115"
"49",""
"Female","33"
"Male","36"
"5",""
"Female","585"
"Male","628"
"50",""
"Female","314"
"Male","454"
"51",""
"Female","39"
"Male","56"
"52",""
"Female","79"
"Male","78"
"53",""
"Female","40"
"Male","34"
"54",""
"Female","40"
"Male","37"
"55",""
"Female","272"
"Male","297"
"56",""
"Female","39"
"Male","52"
"57",""
"Female","34"
"Male","36"
"58",""
"Female","77"
"Male","63"
"59",""
"Female","15"
"Male","27"
"6",""
"Female","490"
"Male","535"
"60",""
"Female","286"
"Male","294"
"61",""
"Female","19"
"Male","36"
"62",""
"Female","48"
"Male","51"
"63",""
"Female","31"
"Male","20"
"64",""
"Female","24"
"Male","20"
"65",""
"Female","221"
"Male","221"
"66",""
"Female","22"
"Male","23"
"67",""
"Female","19"
"Male","13"
"68",""
"Female","31"
"Male","41"
"69",""
"Female","5"
"Male","9"
"7",""
"Female","423"
"Male","429"
"70",""
"Female","169"
"Male","160"
"71",""
"Female","14"
"Male","15"
"72",""
"Female","24"
"Male","27"
"73",""
"Female","4"
"Male","7"
"74",""
"Female","1"
"Male","6"
"75",""
"Female","54"
"Male","54"
"76",""
"Female","3"
"Male","6"
"77",""
"Female","4"
"Male","5"
"78",""
"Female","6"
"Male","6"
"79",""
"Female","3"
"Male","2"
"8",""
"Female","604"
"Male","662"
"80",""
"Female","27"
"Male","29"
"81",""
"Female","2"
"Male","2"
"82",""
"Female","1"
"Male","1"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","15"
"Male","16"
"9",""
"Female","260"
"Male","268"
