"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","11"
"Male","7"
"Bangali",""
"Female","18"
"Male","20"
"Baraee",""
"Female","27"
"Male","35"
"Bhote",""
"Female","21"
"Male","16"
"Bin",""
"Female","28"
"Male","26"
"Brahman - Hill",""
"Female","245"
"Male","249"
"Brahman - Tarai",""
"Female","6"
"Male","15"
"Chamar/ Harijan/ Ram",""
"Female","1219"
"Male","1183"
"Chhetri",""
"Female","295"
"Male","273"
"Damai/Dholi",""
"Female","21"
"Male","27"
"Dhanuk",""
"Female","20"
"Male","24"
"Dhobi",""
"Female","160"
"Male","201"
"Dhunia",""
"Female","194"
"Male","186"
"Dom",""
"Female","20"
"Male","23"
"Dusadh/ Pasawan/ Pasi",""
"Female","794"
"Male","812"
"Hajam/Thakur",""
"Female","203"
"Male","224"
"Jhangad/ Dhagar",""
"Female","389"
"Male","415"
"Kahar",""
"Female","7"
"Male","16"
"Kalwar",""
"Female","177"
"Male","213"
"Kami",""
"Female","26"
"Male","25"
"Kanu",""
"Female","669"
"Male","762"
"Kathabaniyan",""
"Female","123"
"Male","118"
"Kayastha",""
"Female","25"
"Male","29"
"Kewat",""
"Female","9"
"Male","8"
"Koiri/Kushwaha",""
"Female","475"
"Male","475"
"Kumal",""
"Female","49"
"Male","55"
"Kumhar",""
"Female","37"
"Male","27"
"Kurmi",""
"Female","871"
"Male","955"
"Lohar",""
"Female","178"
"Male","162"
"Magar",""
"Female","12"
"Male","11"
"Mallaha",""
"Female","588"
"Male","618"
"Musahar",""
"Female","722"
"Male","774"
"Musalman",""
"Female","2619"
"Male","2703"
"Newar",""
"Female","58"
"Male","52"
"Nuniya",""
"Female","177"
"Male","190"
"Others",""
"Female","16"
"Male","5"
"Rai",""
"Female","8"
"Male","9"
"Rajput",""
"Female","43"
"Male","42"
"Sanyasi/Dasnami",""
"Female","150"
"Male","157"
"Sarki",""
"Female","10"
"Male","6"
"Sonar",""
"Female","47"
"Male","59"
"Tamang",""
"Female","115"
"Male","103"
"Tatma/Tatwa",""
"Female","52"
"Male","50"
"Teli",""
"Female","689"
"Male","740"
"Terai Others",""
"Female","103"
"Male","112"
"Tharu",""
"Female","3497"
"Male","3434"
"Yadav",""
"Female","891"
"Male","1003"
"Yakkha",""
"Female","136"
"Male","149"
