"Population by Educational Attainment","Number"
"Beginners",""
"Female","571"
"Male","643"
"","1214"
"Graduate and Equivalent",""
"Female","248"
"Male","500"
"","748"
"Intermediate and Equivalent",""
"Female","1011"
"Male","1010"
"","2021"
"Level not Stated",""
"Female","26"
"Male","36"
"","62"
"Lower Secondary (Class 6-8)",""
"Female","3742"
"Male","3522"
"","7264"
"Non Formal Education",""
"Female","652"
"Male","684"
"","1336"
"Others",""
"Female","4"
"Male","7"
"","11"
"Post Graduate Equivalent and Above",""
"Female","38"
"Male","172"
"","210"
"Primary Education (1-5 Class)",""
"Female","6098"
"Male","6745"
"","12843"
"Secondary Level (Class 9-10)",""
"Female","2571"
"Male","2487"
"","5058"
"SLC and Equivalent",""
"Female","1855"
"Male","1772"
"","3627"
