"Population by disability type","Number"
"Blind/low vision",""
"Female","101"
"Male","98"
"","199"
"Deaf/hard of hearing",""
"Female","61"
"Male","90"
"","151"
"Deaf-Blind",""
"Female","14"
"Male","10"
"","24"
"Intellectual disable",""
"Female","12"
"Male","22"
"","34"
"Mental disable",""
"Female","43"
"Male","37"
"","80"
"Multiple disable",""
"Female","35"
"Male","38"
"","73"
"No disability",""
"Female","25534"
"Male","22594"
"","48128"
"Physical",""
"Female","187"
"Male","215"
"","402"
"Speech problem",""
"Female","47"
"Male","63"
"","110"
