"Population by disability type","Number"
"Blind/low vision",""
"Female","223"
"Male","226"
"","449"
"Deaf/hard of hearing",""
"Female","142"
"Male","157"
"","299"
"Deaf-Blind",""
"Female","6"
"Male","14"
"","20"
"Intellectual disable",""
"Female","57"
"Male","84"
"","141"
"Mental disable",""
"Female","86"
"Male","87"
"","173"
"Multiple disable",""
"Female","60"
"Male","93"
"","153"
"No disability",""
"Female","76862"
"Male","73610"
"","150472"
"Physical",""
"Female","354"
"Male","528"
"","882"
"Speech problem",""
"Female","121"
"Male","165"
"","286"
