"Population by Educational Attainment","Number"
"Beginners",""
"Female","1678"
"Male","1942"
"","3620"
"Graduate and Equivalent",""
"Female","1516"
"Male","2508"
"","4024"
"Intermediate and Equivalent",""
"Female","4379"
"Male","5389"
"","9768"
"Level not Stated",""
"Female","176"
"Male","166"
"","342"
"Lower Secondary (Class 6-8)",""
"Female","11159"
"Male","11503"
"","22662"
"Non Formal Education",""
"Female","3718"
"Male","3220"
"","6938"
"Others",""
"Female","39"
"Male","69"
"","108"
"Post Graduate Equivalent and Above",""
"Female","346"
"Male","1016"
"","1362"
"Primary Education (1-5 Class)",""
"Female","17182"
"Male","20338"
"","37520"
"Secondary Level (Class 9-10)",""
"Female","6036"
"Male","5987"
"","12023"
"SLC and Equivalent",""
"Female","6517"
"Male","7593"
"","14110"
