"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","10"
"Male","21"
"","31"
"Badi",""
"Female","19"
"Male","19"
"","38"
"Bangali",""
"Female","28"
"Male","43"
"","71"
"Baraee",""
"Female","17"
"Male","55"
"","72"
"Bhote",""
"Female","9"
"Male","9"
"","18"
"Bin",""
"Female","11"
"Male","24"
"","35"
"Brahman - Hill",""
"Female","20781"
"Male","19808"
"","40589"
"Brahman - Tarai",""
"Female","86"
"Male","99"
"","185"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","33"
"","39"
"Chamling",""
"Female","22"
"Male","12"
"","34"
"Chepang /Praja",""
"Female","493"
"Male","503"
"","996"
"Chhetri",""
"Female","10762"
"Male","10316"
"","21078"
"Dalit Others",""
"Female","108"
"Male","109"
"","217"
"Damai/Dholi",""
"Female","759"
"Male","657"
"","1416"
"Danuwar",""
"Female","424"
"Male","437"
"","861"
"Darai",""
"Female","8"
"Male","6"
"","14"
"Dev",""
"Female","5"
"Male","7"
"","12"
"Dhanuk",""
"Female","42"
"Male","50"
"","92"
"Dhobi",""
"Female","23"
"Male","34"
"","57"
"Dom",""
"Female","7"
"Male","4"
"","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","2"
"Male","20"
"","22"
"Foreigner",""
"Female","5"
"Male","9"
"","14"
"Gaderi/Bhedihar",""
"Female","9"
"Male","9"
"","18"
"Ghale",""
"Female","38"
"Male","40"
"","78"
"Gharti/Bhujel",""
"Female","266"
"Male","253"
"","519"
"Gurung",""
"Female","690"
"Male","589"
"","1279"
"Hajam/Thakur",""
"Female","81"
"Male","146"
"","227"
"Halwai",""
"Female","29"
"Male","37"
"","66"
"Kalwar",""
"Female","119"
"Male","177"
"","296"
"Kami",""
"Female","2502"
"Male","2305"
"","4807"
"Kanu",""
"Female","128"
"Male","232"
"","360"
"Kathabaniyan",""
"Female","620"
"Male","715"
"","1335"
"Kayastha",""
"Female","96"
"Male","97"
"","193"
"Kewat",""
"Female","11"
"Male","9"
"","20"
"Koiri/Kushwaha",""
"Female","61"
"Male","94"
"","155"
"Kumal",""
"Female","39"
"Male","69"
"","108"
"Kumhar",""
"Female","1"
"Male","21"
"","22"
"Kurmi",""
"Female","25"
"Male","66"
"","91"
"Limbu",""
"Female","73"
"Male","67"
"","140"
"Lodh",""
"Female","7"
"Male","6"
"","13"
"Lohar",""
"Female","21"
"Male","47"
"","68"
"Magar",""
"Female","3406"
"Male","3195"
"","6601"
"Majhi",""
"Female","101"
"Male","98"
"","199"
"Mallaha",""
"Female","11"
"Male","20"
"","31"
"Marwadi",""
"Female","140"
"Male","154"
"","294"
"Musalman",""
"Female","601"
"Male","894"
"","1495"
"Newar",""
"Female","6890"
"Male","6570"
"","13460"
"Nuniya",""
"Female","5"
"Male","17"
"","22"
"Others",""
"Female","65"
"Male","54"
"","119"
"Pahari",""
"Female","6"
"Male","10"
"","16"
"Rai",""
"Female","1578"
"Male","1464"
"","3042"
"Rajbansi",""
"Female","9"
"Male","18"
"","27"
"Rajput",""
"Female","36"
"Male","65"
"","101"
"Sanyasi/Dasnami",""
"Female","241"
"Male","282"
"","523"
"Sarki",""
"Female","592"
"Male","518"
"","1110"
"Sherpa",""
"Female","10"
"Male","10"
"","20"
"Sonar",""
"Female","37"
"Male","54"
"","91"
"Sudhi",""
"Female","56"
"Male","49"
"","105"
"Sunuwar",""
"Female","87"
"Male","88"
"","175"
"Tamang",""
"Female","24659"
"Male","22835"
"","47494"
"Tatma/Tatwa",""
"Female","13"
"Male","24"
"","37"
"Teli",""
"Female","151"
"Male","227"
"","378"
"Terai Others",""
"Female","94"
"Male","147"
"","241"
"Thakuri",""
"Female","231"
"Male","214"
"","445"
"Thami",""
"Female","36"
"Male","40"
"","76"
"Tharu",""
"Female","300"
"Male","492"
"","792"
"Yadav",""
"Female","113"
"Male","171"
"","284"
