"Population by Educational Attainment","Number"
"Beginners",""
"Female","313"
"Male","328"
"Graduate and Equivalent",""
"Female","12"
"Male","58"
"Intermediate and Equivalent",""
"Female","129"
"Male","333"
"Level not Stated",""
"Female","39"
"Male","29"
"Lower Secondary (Class 6-8)",""
"Female","950"
"Male","1178"
"Non Formal Education",""
"Female","102"
"Male","105"
"Others",""
"Female","2"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","2401"
"Male","2892"
"Secondary Level (Class 9-10)",""
"Female","430"
"Male","709"
"SLC and Equivalent",""
"Female","253"
"Male","482"
