"Population by Single Year of Age","Number"
"0",""
"Female","324"
"Male","329"
"1",""
"Female","278"
"Male","264"
"10",""
"Female","294"
"Male","317"
"11",""
"Female","230"
"Male","255"
"12",""
"Female","380"
"Male","390"
"13",""
"Female","252"
"Male","217"
"14",""
"Female","288"
"Male","273"
"15",""
"Female","255"
"Male","229"
"16",""
"Female","226"
"Male","243"
"17",""
"Female","140"
"Male","148"
"18",""
"Female","228"
"Male","255"
"19",""
"Female","160"
"Male","125"
"2",""
"Female","295"
"Male","306"
"20",""
"Female","177"
"Male","158"
"21",""
"Female","148"
"Male","159"
"22",""
"Female","220"
"Male","180"
"23",""
"Female","149"
"Male","133"
"24",""
"Female","167"
"Male","164"
"25",""
"Female","222"
"Male","181"
"26",""
"Female","154"
"Male","148"
"27",""
"Female","108"
"Male","103"
"28",""
"Female","202"
"Male","169"
"29",""
"Female","63"
"Male","86"
"3",""
"Female","301"
"Male","357"
"30",""
"Female","229"
"Male","164"
"31",""
"Female","59"
"Male","72"
"32",""
"Female","129"
"Male","140"
"33",""
"Female","77"
"Male","66"
"34",""
"Female","74"
"Male","66"
"35",""
"Female","238"
"Male","233"
"36",""
"Female","75"
"Male","95"
"37",""
"Female","40"
"Male","58"
"38",""
"Female","117"
"Male","116"
"39",""
"Female","73"
"Male","68"
"4",""
"Female","371"
"Male","402"
"40",""
"Female","212"
"Male","188"
"41",""
"Female","63"
"Male","60"
"42",""
"Female","75"
"Male","85"
"43",""
"Female","50"
"Male","59"
"44",""
"Female","43"
"Male","58"
"45",""
"Female","200"
"Male","192"
"46",""
"Female","55"
"Male","65"
"47",""
"Female","41"
"Male","50"
"48",""
"Female","62"
"Male","77"
"49",""
"Female","31"
"Male","51"
"5",""
"Female","340"
"Male","343"
"50",""
"Female","126"
"Male","129"
"51",""
"Female","36"
"Male","49"
"52",""
"Female","56"
"Male","58"
"53",""
"Female","18"
"Male","31"
"54",""
"Female","22"
"Male","42"
"55",""
"Female","95"
"Male","118"
"56",""
"Female","34"
"Male","48"
"57",""
"Female","17"
"Male","31"
"58",""
"Female","43"
"Male","62"
"59",""
"Female","28"
"Male","37"
"6",""
"Female","394"
"Male","399"
"60",""
"Female","105"
"Male","119"
"61",""
"Female","32"
"Male","37"
"62",""
"Female","37"
"Male","39"
"63",""
"Female","24"
"Male","23"
"64",""
"Female","16"
"Male","10"
"65",""
"Female","87"
"Male","39"
"66",""
"Female","23"
"Male","16"
"67",""
"Female","7"
"Male","14"
"68",""
"Female","19"
"Male","39"
"69",""
"Female","6"
"Male","19"
"7",""
"Female","299"
"Male","315"
"70",""
"Female","31"
"Male","39"
"71",""
"Female","8"
"Male","7"
"72",""
"Female","7"
"Male","10"
"73",""
"Female","5"
"Male","15"
"74",""
"Female","3"
"Male","6"
"75",""
"Female","14"
"Male","16"
"76",""
"Female","3"
"Male","6"
"77",""
"Female","1"
"Male","8"
"78",""
"Female","4"
"Male","9"
"79",""
"Female","1"
"Male","2"
"8",""
"Female","382"
"Male","401"
"80",""
"Female","3"
"Male","11"
"81",""
"Female","1"
"Male","3"
"84",""
"Female","0"
"Male","2"
"85",""
"Female","4"
"Male","8"
"9",""
"Female","308"
"Male","293"
