"Population by Educational Attainment","Number"
"Beginners",""
"Female","83"
"Male","82"
"","165"
"Graduate and Equivalent",""
"Female","25"
"Male","121"
"","146"
"Intermediate and Equivalent",""
"Female","142"
"Male","282"
"","424"
"Level not Stated",""
"Female","9"
"Male","14"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","540"
"Male","666"
"","1206"
"Non Formal Education",""
"Female","189"
"Male","195"
"","384"
"Others",""
"Female","7"
"Male","42"
"","49"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","32"
"","34"
"Primary Education (1-5 Class)",""
"Female","1426"
"Male","1659"
"","3085"
"Secondary Level (Class 9-10)",""
"Female","195"
"Male","304"
"","499"
"SLC and Equivalent",""
"Female","243"
"Male","418"
"","661"
