"Population by Educational Attainment","Number"
"Beginners",""
"Female","120"
"Male","100"
"","220"
"Graduate and Equivalent",""
"Female","45"
"Male","96"
"","141"
"Intermediate and Equivalent",""
"Female","248"
"Male","260"
"","508"
"Level not Stated",""
"Female","17"
"Male","18"
"","35"
"Lower Secondary (Class 6-8)",""
"Female","1821"
"Male","1493"
"","3314"
"Non Formal Education",""
"Female","416"
"Male","416"
"","832"
"Others",""
"Female","5"
"Male","4"
"","9"
"Post Graduate Equivalent and Above",""
"Female","14"
"Male","30"
"","44"
"Primary Education (1-5 Class)",""
"Female","2255"
"Male","2207"
"","4462"
"Secondary Level (Class 9-10)",""
"Female","1021"
"Male","1065"
"","2086"
"SLC and Equivalent",""
"Female","477"
"Male","547"
"","1024"
