"Population by disability type","Number"
"Blind/low vision",""
"Female","39"
"Male","40"
"","79"
"Deaf/hard of hearing",""
"Female","31"
"Male","28"
"","59"
"Deaf-Blind",""
"Female","2"
"Male","3"
"","5"
"Intellectual disable",""
"Female","3"
"Male","7"
"","10"
"Mental disable",""
"Female","23"
"Male","19"
"","42"
"Multiple disable",""
"Female","16"
"Male","18"
"","34"
"No disability",""
"Female","10164"
"Male","7805"
"","17969"
"Physical",""
"Female","66"
"Male","95"
"","161"
"Speech problem",""
"Female","24"
"Male","30"
"","54"
