"Population by Single Year of Age","Number"
"0",""
"Female","324"
"Male","349"
"1",""
"Female","286"
"Male","306"
"10",""
"Female","515"
"Male","453"
"11",""
"Female","334"
"Male","361"
"12",""
"Female","469"
"Male","518"
"13",""
"Female","368"
"Male","397"
"14",""
"Female","448"
"Male","426"
"15",""
"Female","448"
"Male","373"
"16",""
"Female","415"
"Male","367"
"17",""
"Female","326"
"Male","277"
"18",""
"Female","437"
"Male","423"
"19",""
"Female","256"
"Male","195"
"2",""
"Female","356"
"Male","401"
"20",""
"Female","385"
"Male","279"
"21",""
"Female","263"
"Male","165"
"22",""
"Female","363"
"Male","216"
"23",""
"Female","245"
"Male","158"
"24",""
"Female","305"
"Male","148"
"25",""
"Female","348"
"Male","202"
"26",""
"Female","274"
"Male","163"
"27",""
"Female","173"
"Male","130"
"28",""
"Female","299"
"Male","203"
"29",""
"Female","100"
"Male","87"
"3",""
"Female","401"
"Male","417"
"30",""
"Female","378"
"Male","221"
"31",""
"Female","100"
"Male","70"
"32",""
"Female","231"
"Male","154"
"33",""
"Female","156"
"Male","92"
"34",""
"Female","125"
"Male","97"
"35",""
"Female","334"
"Male","239"
"36",""
"Female","161"
"Male","120"
"37",""
"Female","101"
"Male","74"
"38",""
"Female","191"
"Male","143"
"39",""
"Female","84"
"Male","67"
"4",""
"Female","430"
"Male","435"
"40",""
"Female","406"
"Male","236"
"41",""
"Female","74"
"Male","67"
"42",""
"Female","155"
"Male","133"
"43",""
"Female","107"
"Male","84"
"44",""
"Female","86"
"Male","78"
"45",""
"Female","291"
"Male","207"
"46",""
"Female","121"
"Male","94"
"47",""
"Female","66"
"Male","73"
"48",""
"Female","152"
"Male","116"
"49",""
"Female","68"
"Male","52"
"5",""
"Female","399"
"Male","427"
"50",""
"Female","288"
"Male","243"
"51",""
"Female","56"
"Male","69"
"52",""
"Female","97"
"Male","137"
"53",""
"Female","68"
"Male","74"
"54",""
"Female","72"
"Male","67"
"55",""
"Female","190"
"Male","162"
"56",""
"Female","77"
"Male","100"
"57",""
"Female","65"
"Male","54"
"58",""
"Female","136"
"Male","110"
"59",""
"Female","68"
"Male","44"
"6",""
"Female","425"
"Male","400"
"60",""
"Female","233"
"Male","186"
"61",""
"Female","54"
"Male","46"
"62",""
"Female","94"
"Male","80"
"63",""
"Female","72"
"Male","45"
"64",""
"Female","40"
"Male","38"
"65",""
"Female","204"
"Male","100"
"66",""
"Female","57"
"Male","64"
"67",""
"Female","32"
"Male","35"
"68",""
"Female","88"
"Male","93"
"69",""
"Female","23"
"Male","16"
"7",""
"Female","353"
"Male","330"
"70",""
"Female","141"
"Male","95"
"71",""
"Female","17"
"Male","37"
"72",""
"Female","56"
"Male","47"
"73",""
"Female","18"
"Male","23"
"74",""
"Female","14"
"Male","19"
"75",""
"Female","75"
"Male","44"
"76",""
"Female","13"
"Male","22"
"77",""
"Female","17"
"Male","8"
"78",""
"Female","27"
"Male","31"
"79",""
"Female","7"
"Male","7"
"8",""
"Female","417"
"Male","461"
"80",""
"Female","43"
"Male","36"
"81",""
"Female","8"
"Male","5"
"82",""
"Female","8"
"Male","10"
"83",""
"Female","14"
"Male","9"
"84",""
"Female","8"
"Male","7"
"85",""
"Female","54"
"Male","31"
"9",""
"Female","367"
"Male","328"
