"Population by Educational Attainment","Number"
"Beginners",""
"Female","260"
"Male","298"
"","558"
"Graduate and Equivalent",""
"Female","59"
"Male","86"
"","145"
"Intermediate and Equivalent",""
"Female","293"
"Male","247"
"","540"
"Level not Stated",""
"Female","50"
"Male","42"
"","92"
"Lower Secondary (Class 6-8)",""
"Female","1688"
"Male","1581"
"","3269"
"Non Formal Education",""
"Female","274"
"Male","230"
"","504"
"Others",""
"Female","3"
"Male","10"
"","13"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","32"
"","36"
"Primary Education (1-5 Class)",""
"Female","2987"
"Male","3085"
"","6072"
"Secondary Level (Class 9-10)",""
"Female","659"
"Male","643"
"","1302"
"SLC and Equivalent",""
"Female","582"
"Male","580"
"","1162"
