"Population by disability type","Number"
"Blind/low vision",""
"Female","73"
"Male","41"
"","114"
"Deaf/hard of hearing",""
"Female","72"
"Male","69"
"","141"
"Deaf-Blind",""
"Female","6"
"Male","2"
"","8"
"Intellectual disable",""
"Female","8"
"Male","6"
"","14"
"Mental disable",""
"Female","22"
"Male","20"
"","42"
"Multiple disable",""
"Female","34"
"Male","30"
"","64"
"No disability",""
"Female","12607"
"Male","9736"
"","22343"
"Physical",""
"Female","62"
"Male","90"
"","152"
"Speech problem",""
"Female","26"
"Male","56"
"","82"
