"Population by Caste Ethinicity","Number"
"Badi",""
"Female","95"
"Male","72"
"","167"
"Brahman - Hill",""
"Female","1744"
"Male","1431"
"","3175"
"Chhantyal/Chhantel",""
"Female","74"
"Male","67"
"","141"
"Chhetri",""
"Female","2862"
"Male","2489"
"","5351"
"Dalit Others",""
"Female","31"
"Male","23"
"","54"
"Damai/Dholi",""
"Female","539"
"Male","489"
"","1028"
"Gaine",""
"Female","12"
"Male","13"
"","25"
"Gurung",""
"Female","221"
"Male","171"
"","392"
"Kami",""
"Female","2476"
"Male","2052"
"","4528"
"Magar",""
"Female","7387"
"Male","6740"
"","14127"
"Majhi",""
"Female","65"
"Male","60"
"","125"
"Newar",""
"Female","12"
"Male","14"
"","26"
"Others",""
"Female","30"
"Male","21"
"","51"
"Raji",""
"Female","14"
"Male","11"
"","25"
"Sanyasi/Dasnami",""
"Female","72"
"Male","64"
"","136"
"Sarki",""
"Female","204"
"Male","188"
"","392"
"Tamang",""
"Female","12"
"Male","9"
"","21"
"Terai Others",""
"Female","17"
"Male","8"
"","25"
"Thakuri",""
"Female","263"
"Male","162"
"","425"
"Thami",""
"Female","31"
"Male","27"
"","58"
"Tharu",""
"Female","12"
"Male","11"
"","23"
