"Population by disability type","Number"
"Blind/low vision",""
"Female","54"
"Male","74"
"","128"
"Deaf/hard of hearing",""
"Female","68"
"Male","65"
"","133"
"Deaf-Blind",""
"Female","4"
"Male","3"
"","7"
"Intellectual disable",""
"Female","13"
"Male","16"
"","29"
"Mental disable",""
"Female","31"
"Male","31"
"","62"
"Multiple disable",""
"Female","26"
"Male","48"
"","74"
"No disability",""
"Female","15755"
"Male","13594"
"","29349"
"Physical",""
"Female","193"
"Male","241"
"","434"
"Speech problem",""
"Female","29"
"Male","50"
"","79"
