"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","89"
"Male","71"
"Bin",""
"Female","0"
"Male","12"
"Bote",""
"Female","291"
"Male","283"
"Brahman - Hill",""
"Female","7743"
"Male","6353"
"Brahman - Tarai",""
"Female","9"
"Male","10"
"Chepang /Praja",""
"Female","7"
"Male","5"
"Chhetri",""
"Female","2251"
"Male","1903"
"Dalit Others",""
"Female","71"
"Male","69"
"Damai/Dholi",""
"Female","454"
"Male","401"
"Darai",""
"Female","78"
"Male","65"
"Gaine",""
"Female","13"
"Male","12"
"Gharti/Bhujel",""
"Female","110"
"Male","94"
"Gurung",""
"Female","477"
"Male","376"
"Hajam/Thakur",""
"Female","4"
"Male","22"
"Halwai",""
"Female","13"
"Male","10"
"Kami",""
"Female","1394"
"Male","1203"
"Kathabaniyan",""
"Female","12"
"Male","9"
"Koiri/Kushwaha",""
"Female","18"
"Male","20"
"Kumal",""
"Female","168"
"Male","149"
"Kumhar",""
"Female","35"
"Male","34"
"Kurmi",""
"Female","7"
"Male","7"
"Limbu",""
"Female","9"
"Male","5"
"Magar",""
"Female","5777"
"Male","4823"
"Majhi",""
"Female","134"
"Male","143"
"Mallaha",""
"Female","7"
"Male","8"
"Musahar",""
"Female","9"
"Male","22"
"Musalman",""
"Female","127"
"Male","126"
"Newar",""
"Female","735"
"Male","653"
"Others",""
"Female","25"
"Male","46"
"Rai",""
"Female","28"
"Male","30"
"Sanyasi/Dasnami",""
"Female","128"
"Male","120"
"Sarki",""
"Female","108"
"Male","98"
"Sonar",""
"Female","7"
"Male","12"
"Sunuwar",""
"Female","24"
"Male","26"
"Tamang",""
"Female","606"
"Male","550"
"Teli",""
"Female","26"
"Male","52"
"Terai Others",""
"Female","6"
"Male","9"
"Thakuri",""
"Female","296"
"Male","241"
"Tharu",""
"Female","1680"
"Male","1512"
"Undefined Others",""
"Female","7"
"Male","5"
"Yadav",""
"Female","17"
"Male","14"
