"Population by Single Year of Age","Number"
"0",""
"Female","182"
"Male","185"
"1",""
"Female","159"
"Male","188"
"10",""
"Female","234"
"Male","246"
"11",""
"Female","212"
"Male","221"
"12",""
"Female","257"
"Male","254"
"13",""
"Female","222"
"Male","223"
"14",""
"Female","232"
"Male","221"
"15",""
"Female","216"
"Male","229"
"16",""
"Female","226"
"Male","217"
"17",""
"Female","213"
"Male","232"
"18",""
"Female","240"
"Male","209"
"19",""
"Female","139"
"Male","119"
"2",""
"Female","189"
"Male","169"
"20",""
"Female","217"
"Male","139"
"21",""
"Female","144"
"Male","125"
"22",""
"Female","184"
"Male","131"
"23",""
"Female","155"
"Male","96"
"24",""
"Female","172"
"Male","108"
"25",""
"Female","155"
"Male","92"
"26",""
"Female","134"
"Male","70"
"27",""
"Female","184"
"Male","103"
"28",""
"Female","145"
"Male","84"
"29",""
"Female","79"
"Male","77"
"3",""
"Female","180"
"Male","207"
"30",""
"Female","195"
"Male","117"
"31",""
"Female","77"
"Male","79"
"32",""
"Female","122"
"Male","91"
"33",""
"Female","95"
"Male","83"
"34",""
"Female","90"
"Male","84"
"35",""
"Female","179"
"Male","118"
"36",""
"Female","115"
"Male","79"
"37",""
"Female","101"
"Male","82"
"38",""
"Female","111"
"Male","99"
"39",""
"Female","92"
"Male","86"
"4",""
"Female","203"
"Male","227"
"40",""
"Female","161"
"Male","126"
"41",""
"Female","87"
"Male","62"
"42",""
"Female","115"
"Male","115"
"43",""
"Female","75"
"Male","89"
"44",""
"Female","77"
"Male","83"
"45",""
"Female","140"
"Male","115"
"46",""
"Female","92"
"Male","76"
"47",""
"Female","91"
"Male","97"
"48",""
"Female","95"
"Male","92"
"49",""
"Female","95"
"Male","66"
"5",""
"Female","227"
"Male","236"
"50",""
"Female","125"
"Male","112"
"51",""
"Female","76"
"Male","97"
"52",""
"Female","95"
"Male","75"
"53",""
"Female","57"
"Male","65"
"54",""
"Female","71"
"Male","69"
"55",""
"Female","81"
"Male","82"
"56",""
"Female","71"
"Male","66"
"57",""
"Female","64"
"Male","70"
"58",""
"Female","65"
"Male","57"
"59",""
"Female","56"
"Male","57"
"6",""
"Female","243"
"Male","216"
"60",""
"Female","112"
"Male","111"
"61",""
"Female","49"
"Male","62"
"62",""
"Female","65"
"Male","62"
"63",""
"Female","44"
"Male","51"
"64",""
"Female","47"
"Male","57"
"65",""
"Female","71"
"Male","65"
"66",""
"Female","31"
"Male","35"
"67",""
"Female","54"
"Male","65"
"68",""
"Female","55"
"Male","68"
"69",""
"Female","31"
"Male","34"
"7",""
"Female","248"
"Male","215"
"70",""
"Female","70"
"Male","81"
"71",""
"Female","30"
"Male","30"
"72",""
"Female","43"
"Male","52"
"73",""
"Female","21"
"Male","33"
"74",""
"Female","18"
"Male","16"
"75",""
"Female","50"
"Male","52"
"76",""
"Female","20"
"Male","26"
"77",""
"Female","30"
"Male","27"
"78",""
"Female","32"
"Male","28"
"79",""
"Female","16"
"Male","11"
"8",""
"Female","229"
"Male","221"
"80",""
"Female","25"
"Male","25"
"81",""
"Female","8"
"Male","12"
"82",""
"Female","10"
"Male","8"
"83",""
"Female","15"
"Male","7"
"84",""
"Female","12"
"Male","10"
"85",""
"Female","68"
"Male","63"
"9",""
"Female","217"
"Male","193"
