"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","267"
"Male","262"
"Badi",""
"Female","111"
"Male","108"
"Bangali",""
"Female","60"
"Male","68"
"Baraee",""
"Female","59"
"Male","76"
"Brahman - Hill",""
"Female","4930"
"Male","4156"
"Brahman - Tarai",""
"Female","88"
"Male","84"
"Chamar/ Harijan/ Ram",""
"Female","457"
"Male","467"
"Chhetri",""
"Female","2320"
"Male","1901"
"Dalit Others",""
"Female","314"
"Male","274"
"Damai/Dholi",""
"Female","292"
"Male","262"
"Dhandi",""
"Female","109"
"Male","135"
"Dhobi",""
"Female","781"
"Male","781"
"Dhunia",""
"Female","2"
"Male","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","598"
"Male","655"
"Gaderi/Bhedihar",""
"Female","14"
"Male","17"
"Gaine",""
"Female","17"
"Male","14"
"Gharti/Bhujel",""
"Female","15"
"Male","10"
"Gurung",""
"Female","106"
"Male","82"
"Hajam/Thakur",""
"Female","236"
"Male","245"
"Halwai",""
"Female","152"
"Male","147"
"Kahar",""
"Female","485"
"Male","476"
"Kalwar",""
"Female","67"
"Male","65"
"Kami",""
"Female","1091"
"Male","1020"
"Kanu",""
"Female","37"
"Male","47"
"Kathabaniyan",""
"Female","162"
"Male","163"
"Kayastha",""
"Female","47"
"Male","46"
"Kewat",""
"Female","2142"
"Male","2263"
"Koiri/Kushwaha",""
"Female","247"
"Male","259"
"Kori",""
"Female","87"
"Male","84"
"Kumal",""
"Female","103"
"Male","77"
"Kumhar",""
"Female","7"
"Male","6"
"Kurmi",""
"Female","1069"
"Male","1074"
"Limbu",""
"Female","11"
"Male","10"
"Lodh",""
"Female","80"
"Male","71"
"Lohar",""
"Female","83"
"Male","119"
"Magar",""
"Female","1037"
"Male","840"
"Majhi",""
"Female","91"
"Male","114"
"Mali",""
"Female","12"
"Male","10"
"Mallaha",""
"Female","496"
"Male","470"
"Marwadi",""
"Female","6"
"Male","9"
"Musalman",""
"Female","2680"
"Male","2633"
"Newar",""
"Female","217"
"Male","185"
"Others",""
"Female","40"
"Male","22"
"Rai",""
"Female","5"
"Male","7"
"Rajbhar",""
"Female","10"
"Male","10"
"Sanyasi/Dasnami",""
"Female","165"
"Male","144"
"Sarki",""
"Female","71"
"Male","67"
"Sonar",""
"Female","53"
"Male","52"
"Sudhi",""
"Female","16"
"Male","11"
"Tamang",""
"Female","31"
"Male","19"
"Teli",""
"Female","272"
"Male","318"
"Terai Others",""
"Female","217"
"Male","234"
"Thakuri",""
"Female","120"
"Male","96"
"Tharu",""
"Female","8692"
"Male","8132"
"Yadav",""
"Female","2489"
"Male","2675"
