"Population by Educational Attainment","Number"
"Beginners",""
"Female","187"
"Male","241"
"","428"
"Graduate and Equivalent",""
"Female","19"
"Male","93"
"","112"
"Intermediate and Equivalent",""
"Female","90"
"Male","223"
"","313"
"Level not Stated",""
"Female","24"
"Male","39"
"","63"
"Lower Secondary (Class 6-8)",""
"Female","608"
"Male","1324"
"","1932"
"Non Formal Education",""
"Female","88"
"Male","140"
"","228"
"Others",""
"Female","5"
"Male","14"
"","19"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","20"
"","24"
"Primary Education (1-5 Class)",""
"Female","2235"
"Male","3087"
"","5322"
"Secondary Level (Class 9-10)",""
"Female","317"
"Male","781"
"","1098"
"SLC and Equivalent",""
"Female","132"
"Male","266"
"","398"
