"Population by Educational Attainment","Number"
"Beginners",""
"Female","3618"
"Male","4003"
"","7621"
"Graduate and Equivalent",""
"Female","1099"
"Male","1955"
"","3054"
"Intermediate and Equivalent",""
"Female","4194"
"Male","4538"
"","8732"
"Level not Stated",""
"Female","566"
"Male","470"
"","1036"
"Lower Secondary (Class 6-8)",""
"Female","28267"
"Male","23005"
"","51272"
"Non Formal Education",""
"Female","7681"
"Male","5781"
"","13462"
"Others",""
"Female","91"
"Male","107"
"","198"
"Post Graduate Equivalent and Above",""
"Female","163"
"Male","745"
"","908"
"Primary Education (1-5 Class)",""
"Female","46250"
"Male","44944"
"","91194"
"Secondary Level (Class 9-10)",""
"Female","12928"
"Male","11606"
"","24534"
"SLC and Equivalent",""
"Female","9277"
"Male","10127"
"","19404"
