"Population by disability type","Number"
"Blind/low vision",""
"Female","464"
"Male","453"
"","917"
"Deaf/hard of hearing",""
"Female","496"
"Male","457"
"","953"
"Deaf-Blind",""
"Female","51"
"Male","49"
"","100"
"Intellectual disable",""
"Female","86"
"Male","135"
"","221"
"Mental disable",""
"Female","207"
"Male","227"
"","434"
"Multiple disable",""
"Female","236"
"Male","255"
"","491"
"No disability",""
"Female","176878"
"Male","137547"
"","314425"
"Physical",""
"Female","851"
"Male","1248"
"","2099"
"Speech problem",""
"Female","418"
"Male","489"
"","907"
