"Population by Educational Attainment","Number"
"Beginners",""
"Female","21"
"Male","22"
"","43"
"Graduate and Equivalent",""
"Female","34"
"Male","136"
"","170"
"Intermediate and Equivalent",""
"Female","79"
"Male","286"
"","365"
"Level not Stated",""
"Female","29"
"Male","43"
"","72"
"Lower Secondary (Class 6-8)",""
"Female","595"
"Male","1101"
"","1696"
"Non Formal Education",""
"Female","21"
"Male","43"
"","64"
"Others",""
"Female","1"
"Male","11"
"","12"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","31"
"","34"
"Primary Education (1-5 Class)",""
"Female","1967"
"Male","2749"
"","4716"
"Secondary Level (Class 9-10)",""
"Female","199"
"Male","545"
"","744"
"SLC and Equivalent",""
"Female","191"
"Male","491"
"","682"
