"Population by Educational Attainment","Number"
"Beginners",""
"Female","987"
"Male","1195"
"Graduate and Equivalent",""
"Female","234"
"Male","374"
"Intermediate and Equivalent",""
"Female","1110"
"Male","1153"
"Level not Stated",""
"Female","55"
"Male","44"
"Lower Secondary (Class 6-8)",""
"Female","4863"
"Male","4562"
"Non Formal Education",""
"Female","994"
"Male","710"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","27"
"Male","142"
"Primary Education (1-5 Class)",""
"Female","6863"
"Male","7125"
"Secondary Level (Class 9-10)",""
"Female","2890"
"Male","2633"
"SLC and Equivalent",""
"Female","1891"
"Male","2029"
