"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","4"
"Male","8"
"Badi",""
"Female","83"
"Male","80"
"Bangali",""
"Female","11"
"Male","6"
"Bhote",""
"Female","30"
"Male","28"
"Brahman - Hill",""
"Female","7838"
"Male","6408"
"Brahman - Tarai",""
"Female","34"
"Male","34"
"Chamar/ Harijan/ Ram",""
"Female","397"
"Male","386"
"Chepang /Praja",""
"Female","15"
"Male","13"
"Chhetri",""
"Female","3519"
"Male","2895"
"Dalit Others",""
"Female","10"
"Male","13"
"Damai/Dholi",""
"Female","566"
"Male","481"
"Darai",""
"Female","33"
"Male","25"
"Dhankar/ Dharikar",""
"Female","102"
"Male","90"
"Dhanuk",""
"Female","9"
"Male","10"
"Dhobi",""
"Female","157"
"Male","142"
"Dusadh/ Pasawan/ Pasi",""
"Female","81"
"Male","79"
"Gaine",""
"Female","21"
"Male","7"
"Ghale",""
"Female","30"
"Male","26"
"Gharti/Bhujel",""
"Female","127"
"Male","131"
"Gurung",""
"Female","1698"
"Male","1267"
"Hajam/Thakur",""
"Female","104"
"Male","98"
"Halwai",""
"Female","108"
"Male","103"
"Kahar",""
"Female","40"
"Male","44"
"Kalwar",""
"Female","71"
"Male","57"
"Kami",""
"Female","1805"
"Male","1443"
"Kanu",""
"Female","5"
"Male","8"
"Kathabaniyan",""
"Female","113"
"Male","105"
"Kewat",""
"Female","305"
"Male","280"
"Khawas",""
"Female","48"
"Male","44"
"Koiri/Kushwaha",""
"Female","64"
"Male","64"
"Kumal",""
"Female","475"
"Male","404"
"Kumhar",""
"Female","135"
"Male","130"
"Kurmi",""
"Female","93"
"Male","101"
"Lohar",""
"Female","73"
"Male","64"
"Magar",""
"Female","4874"
"Male","3973"
"Majhi",""
"Female","11"
"Male","6"
"Mallaha",""
"Female","44"
"Male","41"
"Musahar",""
"Female","160"
"Male","140"
"Musalman",""
"Female","449"
"Male","472"
"Natuwa",""
"Female","11"
"Male","8"
"Newar",""
"Female","693"
"Male","574"
"Others",""
"Female","36"
"Male","30"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","8"
"Rai",""
"Female","63"
"Male","63"
"Rajbhar",""
"Female","41"
"Male","51"
"Rajput",""
"Female","8"
"Male","6"
"Sanyasi/Dasnami",""
"Female","597"
"Male","603"
"Sarki",""
"Female","270"
"Male","234"
"Sonar",""
"Female","7"
"Male","10"
"Sunuwar",""
"Female","41"
"Male","27"
"Tamang",""
"Female","341"
"Male","293"
"Teli",""
"Female","112"
"Male","130"
"Terai Others",""
"Female","49"
"Male","44"
"Thakali",""
"Female","50"
"Male","38"
"Thakuri",""
"Female","438"
"Male","333"
"Tharu",""
"Female","3135"
"Male","2888"
"Yadav",""
"Female","566"
"Male","539"
