"Population by Caste Ethinicity","Number"
"Badi",""
"Female","64"
"Male","55"
"","119"
"Baraee",""
"Female","3"
"Male","15"
"","18"
"Bin",""
"Female","0"
"Male","14"
"","14"
"Bote",""
"Female","302"
"Male","273"
"","575"
"Brahman - Hill",""
"Female","9798"
"Male","8074"
"","17872"
"Brahman - Tarai",""
"Female","5"
"Male","11"
"","16"
"Chepang /Praja",""
"Female","12"
"Male","10"
"","22"
"Chhetri",""
"Female","2669"
"Male","2255"
"","4924"
"Damai/Dholi",""
"Female","765"
"Male","713"
"","1478"
"Darai",""
"Female","29"
"Male","21"
"","50"
"Ghale",""
"Female","4"
"Male","7"
"","11"
"Gharti/Bhujel",""
"Female","120"
"Male","96"
"","216"
"Gurung",""
"Female","1609"
"Male","1228"
"","2837"
"Hajam/Thakur",""
"Female","15"
"Male","24"
"","39"
"Kalwar",""
"Female","11"
"Male","31"
"","42"
"Kami",""
"Female","1939"
"Male","1614"
"","3553"
"Kanu",""
"Female","17"
"Male","45"
"","62"
"Kathabaniyan",""
"Female","29"
"Male","48"
"","77"
"Koiri/Kushwaha",""
"Female","53"
"Male","58"
"","111"
"Kumal",""
"Female","540"
"Male","488"
"","1028"
"Limbu",""
"Female","10"
"Male","8"
"","18"
"Lohar",""
"Female","11"
"Male","11"
"","22"
"Magar",""
"Female","4009"
"Male","3149"
"","7158"
"Majhi",""
"Female","37"
"Male","61"
"","98"
"Mallaha",""
"Female","8"
"Male","24"
"","32"
"Marwadi",""
"Female","4"
"Male","12"
"","16"
"Musahar",""
"Female","221"
"Male","216"
"","437"
"Musalman",""
"Female","131"
"Male","190"
"","321"
"Newar",""
"Female","1224"
"Male","1037"
"","2261"
"Nuniya",""
"Female","0"
"Male","11"
"","11"
"Others",""
"Female","51"
"Male","60"
"","111"
"Rai",""
"Female","92"
"Male","71"
"","163"
"Rajput",""
"Female","3"
"Male","8"
"","11"
"Sanyasi/Dasnami",""
"Female","389"
"Male","358"
"","747"
"Sarki",""
"Female","242"
"Male","217"
"","459"
"Tamang",""
"Female","556"
"Male","504"
"","1060"
"Teli",""
"Female","24"
"Male","36"
"","60"
"Terai Others",""
"Female","25"
"Male","29"
"","54"
"Thakuri",""
"Female","392"
"Male","310"
"","702"
"Tharu",""
"Female","8378"
"Male","7199"
"","15577"
"Yadav",""
"Female","14"
"Male","25"
"","39"
