"Population by disability type","Number"
"Blind/low vision",""
"Female","73"
"Male","84"
"","157"
"Deaf/hard of hearing",""
"Female","115"
"Male","116"
"","231"
"Deaf-Blind",""
"Female","8"
"Male","10"
"","18"
"Intellectual disable",""
"Female","31"
"Male","26"
"","57"
"Mental disable",""
"Female","51"
"Male","50"
"","101"
"Multiple disable",""
"Female","49"
"Male","57"
"","106"
"No disability",""
"Female","33240"
"Male","27918"
"","61158"
"Physical",""
"Female","174"
"Male","258"
"","432"
"Speech problem",""
"Female","64"
"Male","97"
"","161"
