"Population by Educational Attainment","Number"
"Beginners",""
"Female","904"
"Male","1109"
"","2013"
"Graduate and Equivalent",""
"Female","360"
"Male","549"
"","909"
"Intermediate and Equivalent",""
"Female","1337"
"Male","1342"
"","2679"
"Level not Stated",""
"Female","79"
"Male","103"
"","182"
"Lower Secondary (Class 6-8)",""
"Female","5428"
"Male","4953"
"","10381"
"Non Formal Education",""
"Female","1154"
"Male","694"
"","1848"
"Others",""
"Female","16"
"Male","14"
"","30"
"Post Graduate Equivalent and Above",""
"Female","64"
"Male","216"
"","280"
"Primary Education (1-5 Class)",""
"Female","7307"
"Male","7683"
"","14990"
"Secondary Level (Class 9-10)",""
"Female","3339"
"Male","2813"
"","6152"
"SLC and Equivalent",""
"Female","2541"
"Male","2618"
"","5159"
