"Population by Educational Attainment","Number"
"Beginners",""
"Female","75"
"Male","87"
"Graduate and Equivalent",""
"Female","17"
"Male","63"
"Intermediate and Equivalent",""
"Female","77"
"Male","150"
"Level not Stated",""
"Female","6"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","310"
"Male","480"
"Non Formal Education",""
"Female","30"
"Male","53"
"Others",""
"Female","0"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","43"
"Primary Education (1-5 Class)",""
"Female","700"
"Male","911"
"Secondary Level (Class 9-10)",""
"Female","160"
"Male","192"
"SLC and Equivalent",""
"Female","150"
"Male","291"
