"Population by Mother tongue","Number"
"Avadhi",""
"Female","166"
"Male","183"
"Bhojpuri",""
"Female","4176"
"Male","4241"
"Chhantyal",""
"Female","17"
"Male","14"
"Doteli",""
"Female","19"
"Male","18"
"Gurung",""
"Female","1640"
"Male","1250"
"Hindi",""
"Female","139"
"Male","199"
"Kham",""
"Female","19"
"Male","19"
"Kumal",""
"Female","15"
"Male","19"
"Limbu",""
"Female","10"
"Male","17"
"Magar",""
"Female","4590"
"Male","3684"
"Maithili",""
"Female","893"
"Male","997"
"Nepali",""
"Female","32876"
"Male","28457"
"Newar",""
"Female","504"
"Male","466"
"Not Reported",""
"Female","37"
"Male","59"
"Others",""
"Female","34"
"Male","36"
"Rai",""
"Female","10"
"Male","7"
"Santhali",""
"Female","13"
"Male","20"
"Sherpa",""
"Female","6"
"Male","5"
"Sign Language",""
"Female","5"
"Male","10"
"Tamang",""
"Female","35"
"Male","27"
"Tharu",""
"Female","7656"
"Male","7332"
"Urdu",""
"Female","111"
"Male","118"
