"Population by Educational Attainment","Number"
"Beginners",""
"Female","1129"
"Male","1511"
"Graduate and Equivalent",""
"Female","1010"
"Male","1487"
"Intermediate and Equivalent",""
"Female","3099"
"Male","3148"
"Level not Stated",""
"Female","120"
"Male","146"
"Lower Secondary (Class 6-8)",""
"Female","7955"
"Male","8155"
"Non Formal Education",""
"Female","1671"
"Male","1011"
"Others",""
"Female","10"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","194"
"Male","576"
"Primary Education (1-5 Class)",""
"Female","11423"
"Male","11927"
"Secondary Level (Class 9-10)",""
"Female","5983"
"Male","5700"
"SLC and Equivalent",""
"Female","4627"
"Male","4854"
