"Population by Caste Ethinicity","Number"
"Bantar/Sardar",""
"Female","138"
"Male","129"
"","267"
"Baraee",""
"Female","33"
"Male","40"
"","73"
"Bin",""
"Female","38"
"Male","32"
"","70"
"Brahman - Hill",""
"Female","67"
"Male","68"
"","135"
"Brahman - Tarai",""
"Female","22"
"Male","36"
"","58"
"Chamar/ Harijan/ Ram",""
"Female","799"
"Male","819"
"","1618"
"Chhetri",""
"Female","28"
"Male","27"
"","55"
"Dhanuk",""
"Female","112"
"Male","122"
"","234"
"Dhobi",""
"Female","21"
"Male","17"
"","38"
"Dom",""
"Female","15"
"Male","16"
"","31"
"Dusadh/ Pasawan/ Pasi",""
"Female","885"
"Male","941"
"","1826"
"Gaderi/Bhedihar",""
"Female","64"
"Male","60"
"","124"
"Hajam/Thakur",""
"Female","215"
"Male","229"
"","444"
"Kahar",""
"Female","25"
"Male","27"
"","52"
"Kalwar",""
"Female","166"
"Male","194"
"","360"
"Kami",""
"Female","11"
"Male","15"
"","26"
"Kanu",""
"Female","405"
"Male","436"
"","841"
"Kathabaniyan",""
"Female","275"
"Male","323"
"","598"
"Kayastha",""
"Female","6"
"Male","5"
"","11"
"Koiri/Kushwaha",""
"Female","135"
"Male","150"
"","285"
"Kumal",""
"Female","100"
"Male","125"
"","225"
"Kumhar",""
"Female","267"
"Male","255"
"","522"
"Kurmi",""
"Female","202"
"Male","193"
"","395"
"Lohar",""
"Female","33"
"Male","47"
"","80"
"Magar",""
"Female","8"
"Male","4"
"","12"
"Mali",""
"Female","34"
"Male","32"
"","66"
"Mallaha",""
"Female","339"
"Male","336"
"","675"
"Musahar",""
"Female","399"
"Male","392"
"","791"
"Musalman",""
"Female","1110"
"Male","1200"
"","2310"
"Newar",""
"Female","5"
"Male","6"
"","11"
"Nuniya",""
"Female","68"
"Male","68"
"","136"
"Others",""
"Female","33"
"Male","17"
"","50"
"Rajput",""
"Female","14"
"Male","17"
"","31"
"Sanyasi/Dasnami",""
"Female","228"
"Male","253"
"","481"
"Sonar",""
"Female","322"
"Male","319"
"","641"
"Teli",""
"Female","415"
"Male","431"
"","846"
"Tharu",""
"Female","4912"
"Male","4924"
"","9836"
"Yadav",""
"Female","1063"
"Male","1170"
"","2233"
