"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","12"
"Male","13"
"Brahman - Hill",""
"Female","6757"
"Male","5934"
"Chhetri",""
"Female","6917"
"Male","5985"
"Damai/Dholi",""
"Female","358"
"Male","278"
"Danuwar",""
"Female","20"
"Male","10"
"Gharti/Bhujel",""
"Female","234"
"Male","242"
"Gurung",""
"Female","91"
"Male","73"
"Halwai",""
"Female","11"
"Male","8"
"Kalwar",""
"Female","4"
"Male","18"
"Kami",""
"Female","311"
"Male","235"
"Magar",""
"Female","178"
"Male","142"
"Musalman",""
"Female","21"
"Male","36"
"Newar",""
"Female","4513"
"Male","4153"
"Others",""
"Female","43"
"Male","47"
"Pahari",""
"Female","170"
"Male","155"
"Rai",""
"Female","119"
"Male","103"
"Sanyasi/Dasnami",""
"Female","207"
"Male","163"
"Sarki",""
"Female","393"
"Male","324"
"Tamang",""
"Female","4310"
"Male","3785"
"Teli",""
"Female","8"
"Male","7"
"Terai Others",""
"Female","33"
"Male","27"
"Thakuri",""
"Female","36"
"Male","29"
"Thami",""
"Female","19"
"Male","23"
"Tharu",""
"Female","14"
"Male","9"
"Yadav",""
"Female","8"
"Male","9"
