"Population by Educational Attainment","Number"
"Beginners",""
"Female","502"
"Male","550"
"Graduate and Equivalent",""
"Female","414"
"Male","608"
"Intermediate and Equivalent",""
"Female","1194"
"Male","1367"
"Level not Stated",""
"Female","148"
"Male","138"
"Lower Secondary (Class 6-8)",""
"Female","3200"
"Male","3493"
"Non Formal Education",""
"Female","1085"
"Male","908"
"Others",""
"Female","16"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","63"
"Male","158"
"Primary Education (1-5 Class)",""
"Female","5066"
"Male","5561"
"Secondary Level (Class 9-10)",""
"Female","2183"
"Male","2495"
"SLC and Equivalent",""
"Female","1874"
"Male","2279"
