"Population by Single Year of Age","Number"
"0",""
"Female","305"
"Male","357"
"1",""
"Female","290"
"Male","330"
"10",""
"Female","534"
"Male","541"
"11",""
"Female","523"
"Male","535"
"12",""
"Female","596"
"Male","604"
"13",""
"Female","636"
"Male","586"
"14",""
"Female","680"
"Male","622"
"15",""
"Female","621"
"Male","619"
"16",""
"Female","665"
"Male","693"
"17",""
"Female","586"
"Male","543"
"18",""
"Female","600"
"Male","587"
"19",""
"Female","510"
"Male","419"
"2",""
"Female","251"
"Male","298"
"20",""
"Female","629"
"Male","521"
"21",""
"Female","485"
"Male","359"
"22",""
"Female","659"
"Male","475"
"23",""
"Female","480"
"Male","327"
"24",""
"Female","497"
"Male","395"
"25",""
"Female","554"
"Male","403"
"26",""
"Female","447"
"Male","335"
"27",""
"Female","376"
"Male","341"
"28",""
"Female","428"
"Male","361"
"29",""
"Female","252"
"Male","216"
"3",""
"Female","280"
"Male","296"
"30",""
"Female","609"
"Male","412"
"31",""
"Female","266"
"Male","222"
"32",""
"Female","416"
"Male","283"
"33",""
"Female","290"
"Male","238"
"34",""
"Female","266"
"Male","256"
"35",""
"Female","682"
"Male","436"
"36",""
"Female","321"
"Male","258"
"37",""
"Female","246"
"Male","234"
"38",""
"Female","340"
"Male","292"
"39",""
"Female","201"
"Male","186"
"4",""
"Female","342"
"Male","390"
"40",""
"Female","642"
"Male","467"
"41",""
"Female","201"
"Male","153"
"42",""
"Female","329"
"Male","292"
"43",""
"Female","209"
"Male","184"
"44",""
"Female","182"
"Male","171"
"45",""
"Female","483"
"Male","381"
"46",""
"Female","251"
"Male","180"
"47",""
"Female","168"
"Male","167"
"48",""
"Female","279"
"Male","239"
"49",""
"Female","173"
"Male","144"
"5",""
"Female","386"
"Male","423"
"50",""
"Female","460"
"Male","334"
"51",""
"Female","135"
"Male","168"
"52",""
"Female","234"
"Male","206"
"53",""
"Female","152"
"Male","157"
"54",""
"Female","136"
"Male","111"
"55",""
"Female","234"
"Male","250"
"56",""
"Female","154"
"Male","169"
"57",""
"Female","134"
"Male","130"
"58",""
"Female","158"
"Male","135"
"59",""
"Female","113"
"Male","107"
"6",""
"Female","378"
"Male","390"
"60",""
"Female","333"
"Male","232"
"61",""
"Female","107"
"Male","106"
"62",""
"Female","123"
"Male","150"
"63",""
"Female","91"
"Male","97"
"64",""
"Female","99"
"Male","82"
"65",""
"Female","201"
"Male","163"
"66",""
"Female","89"
"Male","97"
"67",""
"Female","126"
"Male","113"
"68",""
"Female","108"
"Male","150"
"69",""
"Female","50"
"Male","65"
"7",""
"Female","419"
"Male","425"
"70",""
"Female","189"
"Male","158"
"71",""
"Female","44"
"Male","52"
"72",""
"Female","72"
"Male","81"
"73",""
"Female","49"
"Male","60"
"74",""
"Female","48"
"Male","52"
"75",""
"Female","93"
"Male","69"
"76",""
"Female","50"
"Male","47"
"77",""
"Female","66"
"Male","46"
"78",""
"Female","71"
"Male","89"
"79",""
"Female","22"
"Male","37"
"8",""
"Female","422"
"Male","462"
"80",""
"Female","65"
"Male","53"
"81",""
"Female","26"
"Male","25"
"82",""
"Female","38"
"Male","23"
"83",""
"Female","32"
"Male","37"
"84",""
"Female","25"
"Male","22"
"85",""
"Female","100"
"Male","97"
"9",""
"Female","452"
"Male","467"
