"Population by Educational Attainment","Number"
"Beginners",""
"Female","562"
"Male","647"
"","1209"
"Graduate and Equivalent",""
"Female","26"
"Male","133"
"","159"
"Intermediate and Equivalent",""
"Female","250"
"Male","480"
"","730"
"Level not Stated",""
"Female","52"
"Male","88"
"","140"
"Lower Secondary (Class 6-8)",""
"Female","2083"
"Male","2656"
"","4739"
"Non Formal Education",""
"Female","271"
"Male","214"
"","485"
"Others",""
"Female","4"
"Male","10"
"","14"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","37"
"","38"
"Primary Education (1-5 Class)",""
"Female","4822"
"Male","5469"
"","10291"
"Secondary Level (Class 9-10)",""
"Female","792"
"Male","1307"
"","2099"
"SLC and Equivalent",""
"Female","305"
"Male","641"
"","946"
