"Population by Educational Attainment","Number"
"Beginners",""
"Female","492"
"Male","542"
"Graduate and Equivalent",""
"Female","14"
"Male","33"
"Intermediate and Equivalent",""
"Female","91"
"Male","171"
"Level not Stated",""
"Female","8"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","776"
"Male","959"
"Non Formal Education",""
"Female","217"
"Male","231"
"Others",""
"Female","6"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","15"
"Primary Education (1-5 Class)",""
"Female","2056"
"Male","2604"
"Secondary Level (Class 9-10)",""
"Female","248"
"Male","397"
"SLC and Equivalent",""
"Female","169"
"Male","287"
