"Population by Single Year of Age","Number"
"0",""
"Female","161"
"Male","152"
"1",""
"Female","140"
"Male","132"
"10",""
"Female","220"
"Male","249"
"11",""
"Female","205"
"Male","190"
"12",""
"Female","269"
"Male","289"
"13",""
"Female","227"
"Male","246"
"14",""
"Female","255"
"Male","259"
"15",""
"Female","218"
"Male","223"
"16",""
"Female","242"
"Male","212"
"17",""
"Female","186"
"Male","197"
"18",""
"Female","208"
"Male","170"
"19",""
"Female","154"
"Male","114"
"2",""
"Female","157"
"Male","160"
"20",""
"Female","143"
"Male","107"
"21",""
"Female","147"
"Male","125"
"22",""
"Female","148"
"Male","103"
"23",""
"Female","130"
"Male","110"
"24",""
"Female","140"
"Male","107"
"25",""
"Female","150"
"Male","102"
"26",""
"Female","135"
"Male","100"
"27",""
"Female","93"
"Male","80"
"28",""
"Female","109"
"Male","92"
"29",""
"Female","73"
"Male","72"
"3",""
"Female","152"
"Male","178"
"30",""
"Female","189"
"Male","116"
"31",""
"Female","82"
"Male","64"
"32",""
"Female","110"
"Male","76"
"33",""
"Female","66"
"Male","61"
"34",""
"Female","70"
"Male","58"
"35",""
"Female","141"
"Male","126"
"36",""
"Female","111"
"Male","105"
"37",""
"Female","73"
"Male","52"
"38",""
"Female","80"
"Male","84"
"39",""
"Female","62"
"Male","67"
"4",""
"Female","172"
"Male","187"
"40",""
"Female","175"
"Male","122"
"41",""
"Female","81"
"Male","64"
"42",""
"Female","79"
"Male","73"
"43",""
"Female","66"
"Male","56"
"44",""
"Female","78"
"Male","53"
"45",""
"Female","143"
"Male","98"
"46",""
"Female","65"
"Male","63"
"47",""
"Female","52"
"Male","60"
"48",""
"Female","88"
"Male","91"
"49",""
"Female","64"
"Male","75"
"5",""
"Female","193"
"Male","184"
"50",""
"Female","126"
"Male","134"
"51",""
"Female","74"
"Male","97"
"52",""
"Female","82"
"Male","84"
"53",""
"Female","64"
"Male","62"
"54",""
"Female","79"
"Male","63"
"55",""
"Female","95"
"Male","98"
"56",""
"Female","56"
"Male","71"
"57",""
"Female","45"
"Male","56"
"58",""
"Female","81"
"Male","58"
"59",""
"Female","49"
"Male","56"
"6",""
"Female","200"
"Male","208"
"60",""
"Female","132"
"Male","101"
"61",""
"Female","54"
"Male","46"
"62",""
"Female","62"
"Male","48"
"63",""
"Female","44"
"Male","32"
"64",""
"Female","43"
"Male","37"
"65",""
"Female","81"
"Male","93"
"66",""
"Female","53"
"Male","36"
"67",""
"Female","48"
"Male","35"
"68",""
"Female","56"
"Male","63"
"69",""
"Female","26"
"Male","28"
"7",""
"Female","194"
"Male","205"
"70",""
"Female","93"
"Male","69"
"71",""
"Female","30"
"Male","27"
"72",""
"Female","48"
"Male","42"
"73",""
"Female","24"
"Male","25"
"74",""
"Female","15"
"Male","18"
"75",""
"Female","48"
"Male","45"
"76",""
"Female","18"
"Male","22"
"77",""
"Female","18"
"Male","34"
"78",""
"Female","34"
"Male","34"
"79",""
"Female","13"
"Male","11"
"8",""
"Female","205"
"Male","212"
"80",""
"Female","26"
"Male","21"
"81",""
"Female","8"
"Male","13"
"82",""
"Female","8"
"Male","6"
"83",""
"Female","8"
"Male","9"
"84",""
"Female","15"
"Male","17"
"85",""
"Female","37"
"Male","33"
"9",""
"Female","199"
"Male","194"
