"Population by Educational Attainment","Number"
"Beginners",""
"Female","108"
"Male","102"
"Graduate and Equivalent",""
"Female","29"
"Male","78"
"Intermediate and Equivalent",""
"Female","176"
"Male","245"
"Level not Stated",""
"Female","4"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","679"
"Male","679"
"Non Formal Education",""
"Female","103"
"Male","126"
"Others",""
"Female","1"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","28"
"Primary Education (1-5 Class)",""
"Female","1241"
"Male","1542"
"Secondary Level (Class 9-10)",""
"Female","306"
"Male","319"
"SLC and Equivalent",""
"Female","227"
"Male","325"
