"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","423"
"","804"
"Graduate and Equivalent",""
"Female","4"
"Male","28"
"","32"
"Intermediate and Equivalent",""
"Female","18"
"Male","133"
"","151"
"Level not Stated",""
"Female","19"
"Male","19"
"","38"
"Lower Secondary (Class 6-8)",""
"Female","694"
"Male","1253"
"","1947"
"Non Formal Education",""
"Female","173"
"Male","111"
"","284"
"Others",""
"Female","3"
"Male","3"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","3108"
"Male","4294"
"","7402"
"Secondary Level (Class 9-10)",""
"Female","250"
"Male","492"
"","742"
"SLC and Equivalent",""
"Female","85"
"Male","252"
"","337"
