"Population by Single Year of Age","Number"
"0",""
"Female","202"
"Male","216"
"1",""
"Female","197"
"Male","198"
"10",""
"Female","324"
"Male","312"
"11",""
"Female","310"
"Male","308"
"12",""
"Female","360"
"Male","343"
"13",""
"Female","342"
"Male","343"
"14",""
"Female","354"
"Male","337"
"15",""
"Female","300"
"Male","284"
"16",""
"Female","325"
"Male","284"
"17",""
"Female","300"
"Male","270"
"18",""
"Female","338"
"Male","310"
"19",""
"Female","221"
"Male","198"
"2",""
"Female","196"
"Male","206"
"20",""
"Female","267"
"Male","212"
"21",""
"Female","208"
"Male","185"
"22",""
"Female","262"
"Male","266"
"23",""
"Female","208"
"Male","259"
"24",""
"Female","207"
"Male","305"
"25",""
"Female","239"
"Male","356"
"26",""
"Female","209"
"Male","313"
"27",""
"Female","177"
"Male","328"
"28",""
"Female","204"
"Male","311"
"29",""
"Female","121"
"Male","191"
"3",""
"Female","212"
"Male","184"
"30",""
"Female","277"
"Male","268"
"31",""
"Female","128"
"Male","132"
"32",""
"Female","160"
"Male","190"
"33",""
"Female","112"
"Male","123"
"34",""
"Female","113"
"Male","117"
"35",""
"Female","229"
"Male","202"
"36",""
"Female","135"
"Male","142"
"37",""
"Female","117"
"Male","109"
"38",""
"Female","129"
"Male","142"
"39",""
"Female","109"
"Male","78"
"4",""
"Female","234"
"Male","247"
"40",""
"Female","263"
"Male","244"
"41",""
"Female","84"
"Male","98"
"42",""
"Female","124"
"Male","145"
"43",""
"Female","76"
"Male","94"
"44",""
"Female","66"
"Male","98"
"45",""
"Female","174"
"Male","161"
"46",""
"Female","96"
"Male","76"
"47",""
"Female","78"
"Male","80"
"48",""
"Female","117"
"Male","133"
"49",""
"Female","83"
"Male","71"
"5",""
"Female","245"
"Male","241"
"50",""
"Female","199"
"Male","187"
"51",""
"Female","75"
"Male","72"
"52",""
"Female","94"
"Male","101"
"53",""
"Female","53"
"Male","93"
"54",""
"Female","59"
"Male","68"
"55",""
"Female","108"
"Male","109"
"56",""
"Female","67"
"Male","95"
"57",""
"Female","72"
"Male","86"
"58",""
"Female","67"
"Male","73"
"59",""
"Female","67"
"Male","62"
"6",""
"Female","262"
"Male","258"
"60",""
"Female","131"
"Male","122"
"61",""
"Female","45"
"Male","52"
"62",""
"Female","50"
"Male","62"
"63",""
"Female","48"
"Male","32"
"64",""
"Female","36"
"Male","43"
"65",""
"Female","81"
"Male","75"
"66",""
"Female","37"
"Male","43"
"67",""
"Female","46"
"Male","53"
"68",""
"Female","45"
"Male","70"
"69",""
"Female","31"
"Male","27"
"7",""
"Female","284"
"Male","306"
"70",""
"Female","83"
"Male","61"
"71",""
"Female","24"
"Male","20"
"72",""
"Female","26"
"Male","37"
"73",""
"Female","25"
"Male","13"
"74",""
"Female","18"
"Male","19"
"75",""
"Female","41"
"Male","32"
"76",""
"Female","23"
"Male","20"
"77",""
"Female","18"
"Male","24"
"78",""
"Female","23"
"Male","33"
"79",""
"Female","15"
"Male","10"
"8",""
"Female","302"
"Male","300"
"80",""
"Female","29"
"Male","19"
"81",""
"Female","8"
"Male","15"
"82",""
"Female","10"
"Male","12"
"83",""
"Female","8"
"Male","9"
"84",""
"Female","10"
"Male","10"
"85",""
"Female","64"
"Male","45"
"9",""
"Female","267"
"Male","299"
