"Population by Educational Attainment","Number"
"Beginners",""
"Female","290"
"Male","336"
"Graduate and Equivalent",""
"Female","32"
"Male","92"
"Intermediate and Equivalent",""
"Female","187"
"Male","200"
"Level not Stated",""
"Female","2"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1547"
"Male","1595"
"Non Formal Education",""
"Female","233"
"Male","208"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","3374"
"Male","4378"
"Secondary Level (Class 9-10)",""
"Female","633"
"Male","529"
"SLC and Equivalent",""
"Female","381"
"Male","459"
