"Population by Educational Attainment","Number"
"Beginners",""
"Female","568"
"Male","580"
"","1148"
"Graduate and Equivalent",""
"Female","1"
"Male","43"
"","44"
"Intermediate and Equivalent",""
"Female","47"
"Male","153"
"","200"
"Level not Stated",""
"Female","2"
"Male","3"
"","5"
"Lower Secondary (Class 6-8)",""
"Female","340"
"Male","747"
"","1087"
"Non Formal Education",""
"Female","143"
"Male","164"
"","307"
"Others",""
"Female","13"
"Male","1"
"","14"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","10"
"","10"
"Primary Education (1-5 Class)",""
"Female","2041"
"Male","2693"
"","4734"
"Secondary Level (Class 9-10)",""
"Female","135"
"Male","334"
"","469"
"SLC and Equivalent",""
"Female","63"
"Male","208"
"","271"
