"Population by disability type","Number"
"Blind/low vision",""
"Female","59"
"Male","44"
"","103"
"Deaf/hard of hearing",""
"Female","52"
"Male","64"
"","116"
"Deaf-Blind",""
"Female","6"
"Male","3"
"","9"
"Intellectual disable",""
"Female","6"
"Male","6"
"","12"
"Mental disable",""
"Female","12"
"Male","9"
"","21"
"Multiple disable",""
"Female","11"
"Male","16"
"","27"
"No disability",""
"Female","10448"
"Male","8595"
"","19043"
"Physical",""
"Female","85"
"Male","92"
"","177"
"Speech problem",""
"Female","13"
"Male","30"
"","43"
