"Population by Caste Ethinicity","Number"
"Bote",""
"Female","57"
"Male","52"
"","109"
"Brahman - Hill",""
"Female","793"
"Male","756"
"","1549"
"Brahman - Tarai",""
"Female","11"
"Male","8"
"","19"
"Chamar/ Harijan/ Ram",""
"Female","11"
"Male","11"
"","22"
"Chepang /Praja",""
"Female","31"
"Male","27"
"","58"
"Chhetri",""
"Female","2209"
"Male","2043"
"","4252"
"Dalit Others",""
"Female","16"
"Male","17"
"","33"
"Damai/Dholi",""
"Female","195"
"Male","161"
"","356"
"Dhanuk",""
"Female","6"
"Male","5"
"","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","18"
"Male","23"
"","41"
"Gaine",""
"Female","23"
"Male","26"
"","49"
"Gharti/Bhujel",""
"Female","27"
"Male","30"
"","57"
"Gurung",""
"Female","244"
"Male","248"
"","492"
"Hajam/Thakur",""
"Female","8"
"Male","7"
"","15"
"Jirel",""
"Female","6"
"Male","5"
"","11"
"Kalwar",""
"Female","14"
"Male","13"
"","27"
"Kami",""
"Female","492"
"Male","449"
"","941"
"Kanu",""
"Female","16"
"Male","27"
"","43"
"Kathabaniyan",""
"Female","13"
"Male","12"
"","25"
"Koiri/Kushwaha",""
"Female","6"
"Male","9"
"","15"
"Kumal",""
"Female","7"
"Male","8"
"","15"
"Kurmi",""
"Female","6"
"Male","10"
"","16"
"Magar",""
"Female","444"
"Male","363"
"","807"
"Majhi",""
"Female","17"
"Male","22"
"","39"
"Mallaha",""
"Female","8"
"Male","10"
"","18"
"Musahar",""
"Female","9"
"Male","9"
"","18"
"Newar",""
"Female","1895"
"Male","1760"
"","3655"
"Others",""
"Female","51"
"Male","40"
"","91"
"Rai",""
"Female","36"
"Male","37"
"","73"
"Sanyasi/Dasnami",""
"Female","32"
"Male","28"
"","60"
"Sarki",""
"Female","80"
"Male","53"
"","133"
"Sunuwar",""
"Female","51"
"Male","46"
"","97"
"Tamang",""
"Female","3364"
"Male","3153"
"","6517"
"Teli",""
"Female","10"
"Male","10"
"","20"
"Terai Others",""
"Female","14"
"Male","14"
"","28"
"Thakuri",""
"Female","32"
"Male","32"
"","64"
"Thami",""
"Female","18"
"Male","13"
"","31"
"Tharu",""
"Female","256"
"Male","241"
"","497"
"Yadav",""
"Female","39"
"Male","54"
"","93"
