"Population by disability type","Number"
"Blind/low vision",""
"Female","98"
"Male","85"
"","183"
"Deaf/hard of hearing",""
"Female","121"
"Male","135"
"","256"
"Deaf-Blind",""
"Female","12"
"Male","2"
"","14"
"Intellectual disable",""
"Female","7"
"Male","10"
"","17"
"Mental disable",""
"Female","7"
"Male","15"
"","22"
"Multiple disable",""
"Female","41"
"Male","40"
"","81"
"No disability",""
"Female","11751"
"Male","10196"
"","21947"
"Physical",""
"Female","165"
"Male","211"
"","376"
"Speech problem",""
"Female","26"
"Male","35"
"","61"
