"Population by Educational Attainment","Number"
"Beginners",""
"Female","113"
"Male","75"
"Graduate and Equivalent",""
"Female","7"
"Male","36"
"Intermediate and Equivalent",""
"Female","35"
"Male","114"
"Level not Stated",""
"Female","12"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","384"
"Male","608"
"Non Formal Education",""
"Female","79"
"Male","113"
"Others",""
"Female","0"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"Primary Education (1-5 Class)",""
"Female","1855"
"Male","2074"
"Secondary Level (Class 9-10)",""
"Female","143"
"Male","279"
"SLC and Equivalent",""
"Female","42"
"Male","122"
