"Population by Educational Attainment","Number"
"Beginners",""
"Female","258"
"Male","272"
"Graduate and Equivalent",""
"Female","11"
"Male","47"
"Intermediate and Equivalent",""
"Female","100"
"Male","156"
"Level not Stated",""
"Female","25"
"Male","30"
"Lower Secondary (Class 6-8)",""
"Female","1104"
"Male","1453"
"Non Formal Education",""
"Female","247"
"Male","147"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","11"
"Primary Education (1-5 Class)",""
"Female","3163"
"Male","3605"
"Secondary Level (Class 9-10)",""
"Female","348"
"Male","519"
"SLC and Equivalent",""
"Female","191"
"Male","269"
