"Population by Caste Ethinicity","Number"
"Amat",""
"Female","7"
"Male","7"
"","14"
"Badhaee",""
"Female","6"
"Male","7"
"","13"
"Bangali",""
"Female","12"
"Male","15"
"","27"
"Bantar/Sardar",""
"Female","1232"
"Male","1242"
"","2474"
"Baraee",""
"Female","31"
"Male","20"
"","51"
"Bhote",""
"Female","11"
"Male","8"
"","19"
"Bin",""
"Female","112"
"Male","107"
"","219"
"Brahman - Hill",""
"Female","1210"
"Male","1016"
"","2226"
"Brahman - Tarai",""
"Female","18"
"Male","14"
"","32"
"Chamar/ Harijan/ Ram",""
"Female","62"
"Male","75"
"","137"
"Chhetri",""
"Female","797"
"Male","655"
"","1452"
"Damai/Dholi",""
"Female","41"
"Male","37"
"","78"
"Dhanuk",""
"Female","47"
"Male","60"
"","107"
"Dom",""
"Female","11"
"Male","13"
"","24"
"Dusadh/ Pasawan/ Pasi",""
"Female","6"
"Male","6"
"","12"
"Gaderi/Bhedihar",""
"Female","12"
"Male","12"
"","24"
"Gharti/Bhujel",""
"Female","16"
"Male","15"
"","31"
"Gurung",""
"Female","7"
"Male","5"
"","12"
"Hajam/Thakur",""
"Female","123"
"Male","110"
"","233"
"Halwai",""
"Female","40"
"Male","34"
"","74"
"Janajati Others",""
"Female","5"
"Male","7"
"","12"
"Jhangad/ Dhagar",""
"Female","200"
"Male","182"
"","382"
"Kahar",""
"Female","60"
"Male","52"
"","112"
"Kalwar",""
"Female","33"
"Male","37"
"","70"
"Kami",""
"Female","267"
"Male","245"
"","512"
"Kathabaniyan",""
"Female","16"
"Male","19"
"","35"
"Khatwe",""
"Female","12"
"Male","18"
"","30"
"Khawas",""
"Female","401"
"Male","370"
"","771"
"Koiri/Kushwaha",""
"Female","22"
"Male","20"
"","42"
"Kulung",""
"Female","15"
"Male","10"
"","25"
"Kumal",""
"Female","19"
"Male","22"
"","41"
"Kumhar",""
"Female","10"
"Male","19"
"","29"
"Kurmi",""
"Female","13"
"Male","14"
"","27"
"Limbu",""
"Female","26"
"Male","16"
"","42"
"Magar",""
"Female","190"
"Male","175"
"","365"
"Majhi",""
"Female","7"
"Male","5"
"","12"
"Mali",""
"Female","8"
"Male","9"
"","17"
"Mallaha",""
"Female","62"
"Male","73"
"","135"
"Marwadi",""
"Female","30"
"Male","32"
"","62"
"Musahar",""
"Female","687"
"Male","726"
"","1413"
"Musalman",""
"Female","116"
"Male","143"
"","259"
"Newar",""
"Female","150"
"Male","131"
"","281"
"Others",""
"Female","50"
"Male","42"
"","92"
"Punjabi/Sikh",""
"Female","22"
"Male","23"
"","45"
"Rai",""
"Female","89"
"Male","73"
"","162"
"Rajbansi",""
"Female","405"
"Male","423"
"","828"
"Sanyasi/Dasnami",""
"Female","123"
"Male","87"
"","210"
"Sarbaria",""
"Female","7"
"Male","14"
"","21"
"Sarki",""
"Female","38"
"Male","33"
"","71"
"Satar/ Santhal",""
"Female","16"
"Male","19"
"","35"
"Sherpa",""
"Female","6"
"Male","5"
"","11"
"Sudhi",""
"Female","55"
"Male","61"
"","116"
"Sunuwar",""
"Female","10"
"Male","7"
"","17"
"Tamang",""
"Female","149"
"Male","121"
"","270"
"Teli",""
"Female","225"
"Male","235"
"","460"
"Terai Others",""
"Female","31"
"Male","23"
"","54"
"Thakuri",""
"Female","11"
"Male","6"
"","17"
"Tharu",""
"Female","9579"
"Male","8661"
"","18240"
"Undefined Others",""
"Female","29"
"Male","28"
"","57"
"Yadav",""
"Female","37"
"Male","41"
"","78"
