"Population by Single Year of Age","Number"
"0",""
"Female","135"
"Male","135"
"1",""
"Female","116"
"Male","113"
"10",""
"Female","210"
"Male","203"
"11",""
"Female","176"
"Male","148"
"12",""
"Female","200"
"Male","235"
"13",""
"Female","187"
"Male","197"
"14",""
"Female","198"
"Male","187"
"15",""
"Female","227"
"Male","209"
"16",""
"Female","170"
"Male","170"
"17",""
"Female","174"
"Male","179"
"18",""
"Female","174"
"Male","182"
"19",""
"Female","127"
"Male","87"
"2",""
"Female","137"
"Male","149"
"20",""
"Female","139"
"Male","89"
"21",""
"Female","133"
"Male","64"
"22",""
"Female","149"
"Male","73"
"23",""
"Female","108"
"Male","57"
"24",""
"Female","94"
"Male","47"
"25",""
"Female","124"
"Male","54"
"26",""
"Female","110"
"Male","55"
"27",""
"Female","93"
"Male","56"
"28",""
"Female","84"
"Male","47"
"29",""
"Female","63"
"Male","35"
"3",""
"Female","139"
"Male","122"
"30",""
"Female","132"
"Male","62"
"31",""
"Female","52"
"Male","28"
"32",""
"Female","78"
"Male","68"
"33",""
"Female","63"
"Male","54"
"34",""
"Female","51"
"Male","32"
"35",""
"Female","125"
"Male","75"
"36",""
"Female","61"
"Male","24"
"37",""
"Female","56"
"Male","32"
"38",""
"Female","55"
"Male","44"
"39",""
"Female","54"
"Male","40"
"4",""
"Female","146"
"Male","146"
"40",""
"Female","142"
"Male","104"
"41",""
"Female","68"
"Male","43"
"42",""
"Female","67"
"Male","58"
"43",""
"Female","67"
"Male","40"
"44",""
"Female","46"
"Male","45"
"45",""
"Female","107"
"Male","56"
"46",""
"Female","53"
"Male","54"
"47",""
"Female","59"
"Male","57"
"48",""
"Female","59"
"Male","70"
"49",""
"Female","56"
"Male","51"
"5",""
"Female","149"
"Male","161"
"50",""
"Female","107"
"Male","88"
"51",""
"Female","45"
"Male","50"
"52",""
"Female","70"
"Male","73"
"53",""
"Female","47"
"Male","37"
"54",""
"Female","48"
"Male","39"
"55",""
"Female","63"
"Male","56"
"56",""
"Female","34"
"Male","42"
"57",""
"Female","46"
"Male","38"
"58",""
"Female","37"
"Male","48"
"59",""
"Female","48"
"Male","41"
"6",""
"Female","179"
"Male","149"
"60",""
"Female","89"
"Male","80"
"61",""
"Female","58"
"Male","42"
"62",""
"Female","44"
"Male","48"
"63",""
"Female","32"
"Male","37"
"64",""
"Female","40"
"Male","27"
"65",""
"Female","47"
"Male","36"
"66",""
"Female","39"
"Male","22"
"67",""
"Female","36"
"Male","37"
"68",""
"Female","22"
"Male","35"
"69",""
"Female","16"
"Male","20"
"7",""
"Female","194"
"Male","160"
"70",""
"Female","47"
"Male","55"
"71",""
"Female","21"
"Male","25"
"72",""
"Female","24"
"Male","38"
"73",""
"Female","15"
"Male","24"
"74",""
"Female","9"
"Male","24"
"75",""
"Female","34"
"Male","28"
"76",""
"Female","17"
"Male","18"
"77",""
"Female","20"
"Male","24"
"78",""
"Female","22"
"Male","22"
"79",""
"Female","10"
"Male","11"
"8",""
"Female","156"
"Male","189"
"80",""
"Female","16"
"Male","15"
"81",""
"Female","3"
"Male","9"
"82",""
"Female","6"
"Male","13"
"83",""
"Female","7"
"Male","10"
"84",""
"Female","11"
"Male","4"
"85",""
"Female","34"
"Male","35"
"9",""
"Female","185"
"Male","192"
