"Population by Educational Attainment","Number"
"Beginners",""
"Female","217"
"Male","257"
"Graduate and Equivalent",""
"Female","16"
"Male","112"
"Intermediate and Equivalent",""
"Female","55"
"Male","226"
"Level not Stated",""
"Female","19"
"Male","27"
"Lower Secondary (Class 6-8)",""
"Female","643"
"Male","1502"
"Non Formal Education",""
"Female","29"
"Male","53"
"Others",""
"Female","30"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","2369"
"Male","3597"
"Secondary Level (Class 9-10)",""
"Female","233"
"Male","822"
"SLC and Equivalent",""
"Female","86"
"Male","327"
