"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","32"
"Male","31"
"Baraee",""
"Female","165"
"Male","158"
"Bin",""
"Female","489"
"Male","535"
"Brahman - Hill",""
"Female","48"
"Male","52"
"Brahman - Tarai",""
"Female","126"
"Male","135"
"Chamar/ Harijan/ Ram",""
"Female","416"
"Male","512"
"Dhanuk",""
"Female","447"
"Male","497"
"Dhobi",""
"Female","293"
"Male","325"
"Dom",""
"Female","24"
"Male","25"
"Dusadh/ Pasawan/ Pasi",""
"Female","405"
"Male","436"
"Gaderi/Bhedihar",""
"Female","201"
"Male","215"
"Hajam/Thakur",""
"Female","204"
"Male","247"
"Kalwar",""
"Female","531"
"Male","614"
"Kanu",""
"Female","610"
"Male","695"
"Kewat",""
"Female","142"
"Male","165"
"Koiri/Kushwaha",""
"Female","584"
"Male","647"
"Kumal",""
"Female","219"
"Male","228"
"Kumhar",""
"Female","679"
"Male","689"
"Kurmi",""
"Female","517"
"Male","591"
"Lohar",""
"Female","217"
"Male","240"
"Mallaha",""
"Female","227"
"Male","266"
"Marwadi",""
"Female","46"
"Male","46"
"Musalman",""
"Female","1559"
"Male","1677"
"Nuniya",""
"Female","568"
"Male","638"
"Others",""
"Female","43"
"Male","29"
"Rai",""
"Female","78"
"Male","92"
"Rajput",""
"Female","31"
"Male","35"
"Sanyasi/Dasnami",""
"Female","17"
"Male","25"
"Sonar",""
"Female","530"
"Male","610"
"Sunuwar",""
"Female","11"
"Male","12"
"Teli",""
"Female","584"
"Male","709"
"Terai Others",""
"Female","177"
"Male","200"
"Yadav",""
"Female","1018"
"Male","1171"
