"Population by Educational Attainment","Number"
"Beginners",""
"Female","135"
"Male","142"
"","277"
"Graduate and Equivalent",""
"Female","28"
"Male","55"
"","83"
"Intermediate and Equivalent",""
"Female","184"
"Male","176"
"","360"
"Level not Stated",""
"Female","13"
"Male","16"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","826"
"Male","972"
"","1798"
"Non Formal Education",""
"Female","417"
"Male","470"
"","887"
"Others",""
"Female","2"
"Male","5"
"","7"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","27"
"","29"
"Primary Education (1-5 Class)",""
"Female","1727"
"Male","2070"
"","3797"
"Secondary Level (Class 9-10)",""
"Female","343"
"Male","433"
"","776"
"SLC and Equivalent",""
"Female","308"
"Male","331"
"","639"
