"Population by disability type","Number"
"Blind/low vision",""
"Female","58"
"Male","51"
"","109"
"Deaf/hard of hearing",""
"Female","33"
"Male","32"
"","65"
"Deaf-Blind",""
"Female","6"
"Male","12"
"","18"
"Intellectual disable",""
"Female","3"
"Male","4"
"","7"
"Mental disable",""
"Female","14"
"Male","4"
"","18"
"Multiple disable",""
"Female","16"
"Male","12"
"","28"
"No disability",""
"Female","7329"
"Male","6304"
"","13633"
"Physical",""
"Female","52"
"Male","84"
"","136"
"Speech problem",""
"Female","16"
"Male","19"
"","35"
