"Population by Educational Attainment","Number"
"Beginners",""
"Female","2016"
"Male","2308"
"","4324"
"Graduate and Equivalent",""
"Female","3564"
"Male","8204"
"","11768"
"Intermediate and Equivalent",""
"Female","7874"
"Male","10757"
"","18631"
"Level not Stated",""
"Female","296"
"Male","283"
"","579"
"Lower Secondary (Class 6-8)",""
"Female","11703"
"Male","14021"
"","25724"
"Non Formal Education",""
"Female","2687"
"Male","2111"
"","4798"
"Others",""
"Female","38"
"Male","58"
"","96"
"Post Graduate Equivalent and Above",""
"Female","816"
"Male","2760"
"","3576"
"Primary Education (1-5 Class)",""
"Female","20640"
"Male","22765"
"","43405"
"Secondary Level (Class 9-10)",""
"Female","8846"
"Male","10205"
"","19051"
"SLC and Equivalent",""
"Female","12225"
"Male","12608"
"","24833"
