"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","113"
"Male","84"
"Brahman - Hill",""
"Female","2530"
"Male","1981"
"Chhetri",""
"Female","361"
"Male","298"
"Damai/Dholi",""
"Female","930"
"Male","718"
"Darai",""
"Female","6"
"Male","7"
"Gharti/Bhujel",""
"Female","389"
"Male","299"
"Gurung",""
"Female","477"
"Male","341"
"Halwai",""
"Female","6"
"Male","5"
"Kami",""
"Female","1485"
"Male","1075"
"Kumal",""
"Female","479"
"Male","347"
"Magar",""
"Female","7497"
"Male","5373"
"Musalman",""
"Female","280"
"Male","227"
"Newar",""
"Female","1200"
"Male","932"
"Others",""
"Female","21"
"Male","21"
"Rai",""
"Female","40"
"Male","56"
"Sanyasi/Dasnami",""
"Female","57"
"Male","43"
"Sarki",""
"Female","1150"
"Male","825"
"Sunuwar",""
"Female","12"
"Male","9"
"Tamang",""
"Female","21"
"Male","17"
"Terai Others",""
"Female","15"
"Male","10"
"Thakali",""
"Female","22"
"Male","17"
"Thakuri",""
"Female","882"
"Male","641"
"Tharu",""
"Female","7"
"Male","18"
"Undefined Others",""
"Female","22"
"Male","16"
