"Population by Educational Attainment","Number"
"Beginners",""
"Female","380"
"Male","428"
"Graduate and Equivalent",""
"Female","76"
"Male","128"
"Intermediate and Equivalent",""
"Female","357"
"Male","339"
"Level not Stated",""
"Female","116"
"Male","119"
"Lower Secondary (Class 6-8)",""
"Female","2973"
"Male","2132"
"Non Formal Education",""
"Female","752"
"Male","590"
"Others",""
"Female","8"
"Male","22"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","46"
"Primary Education (1-5 Class)",""
"Female","4559"
"Male","4288"
"Secondary Level (Class 9-10)",""
"Female","1394"
"Male","1046"
"SLC and Equivalent",""
"Female","890"
"Male","929"
