"Population by Educational Attainment","Number"
"Beginners",""
"Female","258"
"Male","230"
"Graduate and Equivalent",""
"Female","40"
"Male","102"
"Intermediate and Equivalent",""
"Female","274"
"Male","321"
"Level not Stated",""
"Female","19"
"Male","35"
"Lower Secondary (Class 6-8)",""
"Female","1197"
"Male","1273"
"Non Formal Education",""
"Female","374"
"Male","242"
"Others",""
"Female","10"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","42"
"Primary Education (1-5 Class)",""
"Female","2433"
"Male","2744"
"Secondary Level (Class 9-10)",""
"Female","483"
"Male","664"
"SLC and Equivalent",""
"Female","404"
"Male","571"
