"Population by Single Year of Age","Number"
"0",""
"Female","253"
"Male","268"
"1",""
"Female","206"
"Male","206"
"10",""
"Female","253"
"Male","289"
"11",""
"Female","150"
"Male","156"
"12",""
"Female","279"
"Male","240"
"13",""
"Female","184"
"Male","189"
"14",""
"Female","228"
"Male","192"
"15",""
"Female","157"
"Male","158"
"16",""
"Female","165"
"Male","202"
"17",""
"Female","76"
"Male","90"
"18",""
"Female","245"
"Male","244"
"19",""
"Female","119"
"Male","112"
"2",""
"Female","225"
"Male","242"
"20",""
"Female","211"
"Male","159"
"21",""
"Female","93"
"Male","110"
"22",""
"Female","152"
"Male","144"
"23",""
"Female","91"
"Male","98"
"24",""
"Female","117"
"Male","129"
"25",""
"Female","162"
"Male","155"
"26",""
"Female","74"
"Male","92"
"27",""
"Female","65"
"Male","66"
"28",""
"Female","108"
"Male","135"
"29",""
"Female","42"
"Male","72"
"3",""
"Female","281"
"Male","301"
"30",""
"Female","156"
"Male","110"
"31",""
"Female","41"
"Male","27"
"32",""
"Female","78"
"Male","88"
"33",""
"Female","43"
"Male","59"
"34",""
"Female","51"
"Male","59"
"35",""
"Female","161"
"Male","119"
"36",""
"Female","63"
"Male","75"
"37",""
"Female","25"
"Male","37"
"38",""
"Female","84"
"Male","77"
"39",""
"Female","39"
"Male","38"
"4",""
"Female","308"
"Male","319"
"40",""
"Female","143"
"Male","124"
"41",""
"Female","28"
"Male","44"
"42",""
"Female","55"
"Male","58"
"43",""
"Female","20"
"Male","29"
"44",""
"Female","20"
"Male","35"
"45",""
"Female","134"
"Male","102"
"46",""
"Female","42"
"Male","50"
"47",""
"Female","26"
"Male","41"
"48",""
"Female","68"
"Male","85"
"49",""
"Female","29"
"Male","38"
"5",""
"Female","252"
"Male","231"
"50",""
"Female","127"
"Male","96"
"51",""
"Female","31"
"Male","39"
"52",""
"Female","44"
"Male","58"
"53",""
"Female","12"
"Male","26"
"54",""
"Female","18"
"Male","30"
"55",""
"Female","77"
"Male","87"
"56",""
"Female","34"
"Male","52"
"57",""
"Female","15"
"Male","20"
"58",""
"Female","49"
"Male","61"
"59",""
"Female","20"
"Male","34"
"6",""
"Female","275"
"Male","277"
"60",""
"Female","120"
"Male","94"
"61",""
"Female","40"
"Male","41"
"62",""
"Female","25"
"Male","37"
"63",""
"Female","16"
"Male","11"
"64",""
"Female","6"
"Male","24"
"65",""
"Female","42"
"Male","45"
"66",""
"Female","10"
"Male","17"
"67",""
"Female","4"
"Male","7"
"68",""
"Female","11"
"Male","20"
"69",""
"Female","7"
"Male","6"
"7",""
"Female","226"
"Male","190"
"70",""
"Female","38"
"Male","31"
"71",""
"Female","10"
"Male","10"
"72",""
"Female","5"
"Male","15"
"73",""
"Female","5"
"Male","5"
"74",""
"Female","2"
"Male","3"
"75",""
"Female","6"
"Male","7"
"76",""
"Female","4"
"Male","0"
"77",""
"Female","1"
"Male","3"
"78",""
"Female","0"
"Male","4"
"79",""
"Female","2"
"Male","3"
"8",""
"Female","262"
"Male","325"
"80",""
"Female","9"
"Male","6"
"81",""
"Female","0"
"Male","3"
"82",""
"Female","2"
"Male","1"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","7"
"Male","6"
"9",""
"Female","176"
"Male","174"
