"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","56"
"Male","36"
"Brahman - Hill",""
"Female","63"
"Male","64"
"Brahman - Tarai",""
"Female","46"
"Male","55"
"Chamar/ Harijan/ Ram",""
"Female","685"
"Male","738"
"Damai/Dholi",""
"Female","17"
"Male","18"
"Dhanuk",""
"Female","601"
"Male","611"
"Dhobi",""
"Female","337"
"Male","368"
"Dhunia",""
"Female","85"
"Male","105"
"Dom",""
"Female","16"
"Male","21"
"Dusadh/ Pasawan/ Pasi",""
"Female","396"
"Male","453"
"Gaderi/Bhedihar",""
"Female","28"
"Male","26"
"Hajam/Thakur",""
"Female","191"
"Male","184"
"Kahar",""
"Female","46"
"Male","38"
"Kalwar",""
"Female","159"
"Male","203"
"Kanu",""
"Female","244"
"Male","275"
"Koiri/Kushwaha",""
"Female","578"
"Male","662"
"Kumhar",""
"Female","615"
"Male","643"
"Kurmi",""
"Female","452"
"Male","543"
"Lohar",""
"Female","227"
"Male","254"
"Mali",""
"Female","68"
"Male","84"
"Mallaha",""
"Female","752"
"Male","761"
"Musalman",""
"Female","1111"
"Male","1130"
"Nuniya",""
"Female","364"
"Male","409"
"Others",""
"Female","26"
"Male","14"
"Rajput",""
"Female","203"
"Male","219"
"Sanyasi/Dasnami",""
"Female","82"
"Male","90"
"Sonar",""
"Female","75"
"Male","61"
"Teli",""
"Female","748"
"Male","820"
"Terai Others",""
"Female","29"
"Male","36"
"Tharu",""
"Female","46"
"Male","57"
"Yadav",""
"Female","2759"
"Male","3120"
"Yakkha",""
"Female","10"
"Male","10"
