"Population by Educational Attainment","Number"
"Beginners",""
"Female","242"
"Male","202"
"Graduate and Equivalent",""
"Female","19"
"Male","49"
"Intermediate and Equivalent",""
"Female","113"
"Male","128"
"Level not Stated",""
"Female","2"
"Male","5"
"Lower Secondary (Class 6-8)",""
"Female","742"
"Male","751"
"Non Formal Education",""
"Female","127"
"Male","132"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","1942"
"Male","2386"
"Secondary Level (Class 9-10)",""
"Female","311"
"Male","354"
"SLC and Equivalent",""
"Female","192"
"Male","270"
