"Population by Educational Attainment","Number"
"Beginners",""
"Female","266"
"Male","366"
"","632"
"Graduate and Equivalent",""
"Female","36"
"Male","141"
"","177"
"Intermediate and Equivalent",""
"Female","144"
"Male","413"
"","557"
"Level not Stated",""
"Female","44"
"Male","54"
"","98"
"Lower Secondary (Class 6-8)",""
"Female","1074"
"Male","2508"
"","3582"
"Non Formal Education",""
"Female","24"
"Male","28"
"","52"
"Others",""
"Female","67"
"Male","51"
"","118"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","34"
"","45"
"Primary Education (1-5 Class)",""
"Female","4282"
"Male","5748"
"","10030"
"Secondary Level (Class 9-10)",""
"Female","370"
"Male","1323"
"","1693"
"SLC and Equivalent",""
"Female","138"
"Male","432"
"","570"
