"Population by disability type","Number"
"Blind/low vision",""
"Female","39"
"Male","29"
"","68"
"Deaf/hard of hearing",""
"Female","15"
"Male","20"
"","35"
"Deaf-Blind",""
"Female","9"
"Male","6"
"","15"
"Intellectual disable",""
"Female","7"
"Male","5"
"","12"
"Mental disable",""
"Female","15"
"Male","26"
"","41"
"Multiple disable",""
"Female","11"
"Male","6"
"","17"
"No disability",""
"Female","8410"
"Male","6585"
"","14995"
"Physical",""
"Female","67"
"Male","86"
"","153"
"Speech problem",""
"Female","13"
"Male","32"
"","45"
